Geneid	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	length
gene-SYNPCC7002_RS10070	4183	3595	3413	3633	3938	4451	6223	5457	3624	3572	4464	4889	5696	7646	5290	6086	1392
gene-SYNPCC7002_RS10075	2716	2226	2220	2291	2689	2843	4506	3981	2436	2158	2986	3153	3921	5216	3500	4138	1776
gene-SYNPCC7002_RS10080	1067	1074	888	1006	1214	1216	1721	1749	1029	997	1422	1345	1424	1889	1456	1689	396
gene-SYNPCC7002_RS10085	418	344	249	362	674	519	765	1273	359	397	444	383	409	509	449	472	1257
gene-SYNPCC7002_RS10090	407	379	391	478	570	653	882	1010	476	431	545	593	550	770	505	560	1755
gene-SYNPCC7002_RS10095	237	166	180	127	343	344	455	517	223	248	258	312	283	365	234	230	840
gene-SYNPCC7002_RS10100	282	140	137	135	407	409	634	488	376	276	412	525	477	592	430	488	1113
gene-SYNPCC7002_RS10105	766	533	493	423	1708	1858	2672	1752	1436	1287	1740	1907	1248	1663	1359	1268	639
gene-SYNPCC7002_RS10110	329	272	197	185	640	821	1094	724	529	494	756	698	615	785	648	605	909
gene-SYNPCC7002_RS10115	1826	1558	1813	1775	1251	1262	1624	1634	931	845	1119	1142	1435	2170	1284	1570	384
gene-SYNPCC7002_RS10120	2777	2506	2475	2346	4036	4396	5501	5193	3026	2809	3847	3897	3787	5022	3558	3914	1464
gene-SYNPCC7002_RS16710	1152	1174	995	1037	1152	994	1344	1227	855	681	1110	1108	954	1317	855	1013	474
gene-SYNPCC7002_RS10130	701	488	301	369	1952	2307	3200	2209	1819	1438	2133	2129	1725	2160	1473	1694	1188
gene-SYNPCC7002_RS10135	75	42	42	42	267	238	374	350	234	215	292	336	204	342	252	253	1194
gene-SYNPCC7002_RS10140	1276	1359	847	956	2225	2320	2967	3476	1746	1552	2272	2340	3006	4281	2953	3612	909
gene-SYNPCC7002_RS10145	1055	1049	1053	1045	1093	997	1362	1432	961	764	1021	1200	1052	1396	1051	1130	660
gene-SYNPCC7002_RS10150	532	431	473	491	487	558	834	632	434	445	602	440	488	550	453	412	387
gene-SYNPCC7002_RS10155	1792	1479	1398	1250	2991	2993	4298	3011	2610	2029	3092	3352	1987	2949	1896	2225	690
gene-SYNPCC7002_RS10160	792	714	764	751	691	711	1098	986	547	570	740	813	1093	1582	1049	1268	864
gene-SYNPCC7002_RS10165	1100	838	1059	1032	976	834	1377	1194	883	653	927	1166	1396	1794	1246	1635	981
gene-SYNPCC7002_RS10170	2531	2258	2342	2207	1974	1969	2944	2668	1809	1483	2320	2528	3012	3987	2734	3428	1302
gene-SYNPCC7002_RS10175	2554	2193	2379	2430	1789	2011	2604	2285	1725	1533	2224	2359	2737	3865	2486	2942	1116
gene-SYNPCC7002_RS10180	945	796	709	724	597	521	541	668	478	321	450	693	702	904	528	931	681
gene-SYNPCC7002_RS10185	1824	1753	1474	1730	1792	2190	3005	2373	1577	1576	2315	2038	1806	2191	1639	1636	1401
gene-SYNPCC7002_RS17230	1	5	0	3	6	3	2	6	5	2	2	3	2	2	1	6	123
gene-SYNPCC7002_RS10190	675	771	820	667	560	636	736	634	451	399	607	580	607	852	539	590	660
gene-SYNPCC7002_RS10195	25104	20741	17797	18030	43339	44912	66571	51305	35025	30641	41140	46727	36646	47179	34055	41607	3996
gene-SYNPCC7002_RS10200	10354	8527	7508	7017	18634	18129	27561	22183	14781	12572	17024	19794	15793	19545	13817	17937	1911
gene-SYNPCC7002_RS10205	24218	21083	20806	21002	39829	45027	63972	44405	32883	30209	43275	43033	35635	48393	35299	39047	3312
gene-SYNPCC7002_RS10210	7212	6602	5628	5582	12543	12449	16618	13213	10779	8520	12017	14575	9605	12811	9207	11306	780
gene-SYNPCC7002_RS10215	8656	8115	9027	9030	12297	14226	20216	11815	11331	10162	15118	13609	10194	14591	10071	10130	300
gene-SYNPCC7002_RS10220	5132	5022	5065	5131	4008	4818	6187	5699	3402	3383	4448	4628	7753	11301	8297	8457	1314
gene-SYNPCC7002_RS10225	308	280	216	188	423	429	627	500	349	310	383	490	323	434	256	391	426
gene-SYNPCC7002_RS10230	553	463	439	461	643	765	866	805	677	585	751	683	594	869	627	722	390
gene-SYNPCC7002_RS10235	3346	3220	2947	2896	4102	4365	6017	5325	3313	2845	4127	4408	6897	9095	6334	7574	753
gene-SYNPCC7002_RS10240	2558	2303	2217	2291	3686	4145	5385	4318	3168	2717	3871	4305	4213	5733	3840	4377	552
gene-SYNPCC7002_RS10245	869	836	796	998	919	1067	1671	1183	726	731	1096	1024	1202	1521	1025	1138	624
gene-SYNPCC7002_RS10250	878	771	729	839	1187	1414	2054	1301	1016	952	1409	1336	1058	1468	1146	1228	582
gene-SYNPCC7002_RS10255	1396	1278	1297	1206	1282	1707	2036	1761	1379	1159	1624	1735	1407	1974	1388	1698	939
gene-SYNPCC7002_RS10260	226	194	258	203	169	177	261	170	148	146	153	164	225	295	220	224	441
gene-SYNPCC7002_RS10265	618	524	464	408	881	1014	1165	1179	786	692	1007	1008	967	1386	957	1069	1416
gene-SYNPCC7002_RS10270	1664	1667	1531	1409	2177	2141	2692	2599	1901	1461	1911	2646	2130	2894	2116	2571	639
gene-SYNPCC7002_RS10275	2304	2083	1788	1934	10811	12887	18450	10505	10146	9153	13696	12855	5632	7912	5455	5607	318
gene-SYNPCC7002_RS10280	37863	34376	25651	28199	117031	129863	167808	119983	99081	91040	126291	126931	71805	93246	67566	76727	1230
gene-SYNPCC7002_RS10285	29298	27090	23136	22934	67240	71643	91458	68595	57927	48457	68814	75025	52198	71448	49936	57905	2082
gene-SYNPCC7002_RS10290	5342	5210	5240	5190	19059	21994	29961	16632	16776	15551	22559	21776	10927	15713	11167	11356	471
gene-SYNPCC7002_RS10300	9005	9560	9788	9708	25123	30859	42107	21750	22256	21513	31859	28496	14811	22261	15908	15116	375
gene-SYNPCC7002_RS10305	1070	978	1083	1085	1129	1216	1792	1224	1011	929	1413	1320	1120	1710	1207	1102	330
gene-SYNPCC7002_RS10310	1029	1004	1124	1159	1039	1086	1458	1057	745	729	1240	986	1069	1499	1103	1003	396
gene-SYNPCC7002_RS10315	120	92	73	80	113	167	184	144	106	85	140	103	147	202	119	119	477
gene-SYNPCC7002_RS10320	149	120	105	63	113	146	182	144	75	92	136	114	117	153	76	125	306
gene-SYNPCC7002_RS10325	10566	10426	7802	9081	13528	14369	18450	16821	11730	10624	14599	15476	11016	14112	10127	11651	1377
gene-SYNPCC7002_RS10330	525	426	453	336	835	1239	1587	1043	770	786	1085	1162	814	1095	873	926	1266
gene-SYNPCC7002_RS10335	594	392	374	361	514	532	748	615	444	369	452	575	363	438	329	394	600
gene-SYNPCC7002_RS10340	188	160	156	134	191	238	250	218	192	129	191	188	142	236	149	166	762
gene-SYNPCC7002_RS10345	863	837	911	885	1197	1616	2101	1577	1157	1049	1544	1439	1097	1546	1098	1108	936
gene-SYNPCC7002_RS10350	180	121	102	124	164	205	280	284	149	154	165	221	192	248	166	257	288
gene-SYNPCC7002_RS10355	928	866	914	772	694	820	1008	709	653	535	907	815	756	1032	761	862	294
gene-SYNPCC7002_RS10360	16	12	16	14	8	12	10	2	18	8	16	6	8	16	8	6	72
gene-SYNPCC7002_RS10365	218	126	93	91	425	535	683	600	409	304	373	566	404	457	325	475	723
gene-SYNPCC7002_RS10370	315	227	248	280	326	350	365	403	253	226	357	315	325	406	348	331	918
gene-SYNPCC7002_RS10375	5351	3673	4946	4268	1849	2363	2647	1983	1144	941	1491	1703	1429	1937	1359	1568	2028
gene-SYNPCC7002_RS10380	212	108	158	160	136	124	143	229	102	65	83	141	184	266	193	300	249
gene-SYNPCC7002_RS10385	1234	1017	1027	1066	789	865	1133	979	665	527	841	799	1354	1808	1134	1376	381
gene-SYNPCC7002_RS10390	1667	1592	1855	1616	1472	1531	1960	1740	1251	1022	1442	1637	1690	2330	1583	1850	1143
gene-SYNPCC7002_RS10395	12599	11241	9553	8701	31394	29927	37642	30600	26475	20180	27937	36934	15555	20381	14437	18725	609
gene-SYNPCC7002_RS10400	190	195	259	424	202	240	316	125	240	136	301	145	291	269	554	160	85
gene-SYNPCC7002_RS10405	863	696	692	728	791	877	1089	1048	631	532	765	771	672	982	689	819	252
gene-SYNPCC7002_RS10410	980	870	951	1203	1474	1777	2287	2060	1058	1181	1617	1271	954	1371	989	880	321
gene-SYNPCC7002_RS10415	97	64	88	68	70	106	108	113	80	62	83	118	80	132	98	95	702
gene-SYNPCC7002_RS10420	2	0	0	10	12	0	6	2	2	2	0	4	0	4	2	2	71
gene-SYNPCC7002_RS10425	1274	1086	1005	971	1691	2044	2563	2268	1391	1147	1702	1685	1535	2076	1391	1667	960
gene-SYNPCC7002_RS10430	600	453	335	345	1313	1435	1998	1711	929	833	1251	1258	978	1248	851	1120	1101
gene-SYNPCC7002_RS10435	275	184	195	190	229	270	397	325	229	169	246	251	406	463	328	401	684
gene-SYNPCC7002_RS10440	3570	2844	2854	2891	3194	3580	5023	3964	2836	2679	3225	3668	3521	4727	3474	3877	972
gene-SYNPCC7002_RS10445	1205	937	962	839	1151	1118	1520	1331	955	825	1043	1365	1012	1476	918	1414	216
gene-SYNPCC7002_RS10450	2044	1738	1587	1602	2414	3039	3683	2643	2138	2037	2864	3082	1969	2410	1719	2107	600
gene-SYNPCC7002_RS10455	569	506	634	497	775	660	979	878	594	440	612	872	1956	2759	1821	2159	1032
gene-SYNPCC7002_RS10460	680	460	519	446	806	955	1031	886	607	598	768	862	648	906	599	597	1041
gene-SYNPCC7002_RS10465	307	217	192	166	230	318	388	415	209	152	187	247	303	413	310	457	897
gene-SYNPCC7002_RS10470	1114	1194	1017	972	1180	1221	1697	1382	882	813	1102	1304	1289	1490	1109	1377	951
gene-SYNPCC7002_RS10475	930	824	798	798	1090	1326	1824	1245	1006	951	1184	1257	958	1309	862	976	1296
gene-SYNPCC7002_RS10480	513	520	563	539	364	450	608	321	316	277	349	398	713	811	648	684	255
gene-SYNPCC7002_RS10485	2234	1829	1743	1879	2649	3338	4266	3110	2242	2020	2779	3010	2457	3255	2271	2633	1059
gene-SYNPCC7002_RS10490	690	654	804	627	444	630	822	634	409	488	581	558	543	844	548	580	2250
gene-SYNPCC7002_RS16175	822	585	452	395	1696	2469	3116	1922	1733	1734	2327	2361	3420	4442	3293	3422	1128
gene-SYNPCC7002_RS10500	657	495	490	457	1069	1379	1756	1301	993	863	1285	1381	1417	1896	1356	1430	984
gene-SYNPCC7002_RS10505	11657	11322	10285	11157	10187	9022	12339	11345	8280	6478	9308	11376	12176	16214	11817	14434	1116
gene-SYNPCC7002_RS10510	3109	2711	3012	2985	1239	1647	2147	1531	1166	1016	1371	1337	1177	1769	1293	1428	2940
gene-SYNPCC7002_RS16180	466	413	351	373	1133	1652	2270	1740	1416	1482	1893	1753	707	1186	845	812	498
gene-SYNPCC7002_RS10520	574	460	369	334	1447	1398	1842	2104	1427	1183	1505	2033	728	1075	788	1040	423
gene-SYNPCC7002_RS10525	905	861	646	607	3280	3335	4455	4788	3854	3057	3729	5006	1325	2043	1425	1938	600
gene-SYNPCC7002_RS10530	106	54	84	98	72	72	60	40	100	32	88	52	68	52	82	56	72
gene-SYNPCC7002_RS10535	6467	5501	5554	5554	3748	4617	5693	5365	3045	3024	3752	4139	5157	6690	4927	5851	2394
gene-SYNPCC7002_RS10540	86	56	43	71	104	72	87	137	82	30	80	79	55	75	100	54	87
gene-SYNPCC7002_RS10545	1510	1399	1428	1308	1537	1478	1967	1864	1356	898	1480	1643	732	910	637	811	2046
gene-SYNPCC7002_RS10550	4234	3221	3424	3166	3279	3752	4517	3953	2535	2315	3069	3539	1657	2152	1625	1918	2691
gene-SYNPCC7002_RS10555	273	230	203	182	199	251	298	199	207	161	200	225	84	117	72	106	1083
gene-SYNPCC7002_RS10560	1793	1498	1759	1386	1591	1585	2096	1996	1354	960	1521	1736	690	830	454	813	2304
gene-SYNPCC7002_RS10565	461	415	287	284	629	559	630	724	474	311	470	556	180	271	187	237	333
gene-SYNPCC7002_RS10570	1450	1321	1360	1441	1949	2100	3021	2541	1722	1455	2160	2181	2503	3757	2697	2846	1173
gene-SYNPCC7002_RS10575	354	217	251	240	465	518	678	645	427	370	475	554	632	809	572	686	678
gene-SYNPCC7002_RS10580	30	26	45	35	18	34	17	52	14	13	10	21	57	57	42	54	1329
gene-SYNPCC7002_RS10585	162	158	127	77	321	301	431	379	237	203	295	262	335	339	235	353	858
gene-SYNPCC7002_RS10595	1432	1138	1243	1264	2360	2534	3495	3196	1843	1873	2612	2548	1772	2487	1733	1741	1473
gene-SYNPCC7002_RS10600	206	163	154	145	258	259	309	300	186	178	226	301	217	339	201	308	282
gene-SYNPCC7002_RS10605	2213	1914	1781	1738	3179	4032	5272	3501	2849	2659	3659	3896	2772	3786	2633	3072	1347
gene-SYNPCC7002_RS10610	301	166	177	193	304	294	428	314	240	222	302	343	272	294	206	310	486
gene-SYNPCC7002_RS10615	640	572	499	592	567	689	835	706	479	427	723	650	853	1029	651	769	288
gene-SYNPCC7002_RS10620	742	646	605	659	574	764	943	847	547	520	648	729	949	1392	969	1112	480
gene-SYNPCC7002_RS10625	2668	2107	1955	1928	4214	4961	7034	5128	3824	3436	4395	4950	6017	8052	5977	6302	1296
gene-SYNPCC7002_RS10630	1486	1394	1648	1567	687	661	837	828	561	378	585	738	721	1019	642	825	2754
gene-SYNPCC7002_RS10635	319	307	333	363	139	132	251	144	184	116	150	192	198	169	125	175	384
gene-SYNPCC7002_RS16715	76	86	79	66	31	39	81	42	41	20	51	54	47	47	41	38	147
gene-SYNPCC7002_RS10640	955	911	1261	912	513	431	595	575	376	328	503	515	760	1126	767	856	585
gene-SYNPCC7002_RS10645	1130	986	995	943	705	850	1027	926	608	535	689	861	992	1425	902	1129	582
gene-SYNPCC7002_RS10650	122	106	71	121	104	91	140	49	190	54	129	57	113	105	175	78	89
gene-SYNPCC7002_RS10655	3687	2634	3376	3393	1288	1754	2383	1643	1106	930	1224	1294	990	1274	905	1069	2565
gene-SYNPCC7002_RS10660	21637	20791	15435	17713	26169	26571	32758	28167	24497	18706	25704	33199	18494	23187	16389	21377	486
gene-SYNPCC7002_RS10665	23	24	13	6	21	18	38	32	16	8	20	22	22	42	14	32	1329
gene-SYNPCC7002_RS10670	193	126	128	101	57	67	118	86	51	30	74	47	139	210	86	149	546
gene-SYNPCC7002_RS10675	1217	1153	1002	1034	3235	4060	5158	3752	2748	3083	3970	3771	2754	3581	2589	2829	552
gene-SYNPCC7002_RS10680	756	722	899	818	1080	1218	1543	1059	938	797	1111	1149	848	1156	842	876	843
gene-SYNPCC7002_RS10685	1172	1011	1004	975	1485	1938	2019	1680	1179	1118	1654	1827	1183	1533	1226	1085	786
gene-SYNPCC7002_RS10690	434	266	291	312	243	333	442	441	211	198	247	333	454	452	319	569	936
gene-SYNPCC7002_RS10695	1753	1491	1276	1470	2881	3171	4941	3877	2538	2134	2970	3229	3125	4044	2885	3775	1095
gene-SYNPCC7002_RS10700	575	589	437	439	1147	1163	1596	1317	817	772	1165	1139	857	1031	731	829	1029
gene-SYNPCC7002_RS10705	788	606	616	610	751	754	1126	913	618	511	719	848	631	834	554	653	864
gene-SYNPCC7002_RS10710	8031	6819	7084	7486	8867	11769	15170	9794	8393	7910	10847	10803	8598	11394	8089	9067	852
gene-SYNPCC7002_RS10715	2334	2330	2032	2945	2289	3059	3782	1912	2256	1901	3714	2163	3673	4088	3081	3289	105
gene-SYNPCC7002_RS10720	1583	1700	1355	1513	1481	1506	1997	2013	1461	1030	1497	1729	3434	4656	3256	3601	297
gene-SYNPCC7002_RS10725	1533	1328	986	1155	3132	3789	4688	3454	2517	2242	3304	3443	2519	3196	2313	2784	1971
gene-SYNPCC7002_RS10730	773	538	454	410	1189	1303	1648	1361	887	752	1093	1458	1119	1236	924	1081	741
gene-SYNPCC7002_RS10735	448	328	355	381	612	723	963	726	577	474	672	700	541	760	466	516	1056
gene-SYNPCC7002_RS10740	138	189	135	144	159	180	203	211	172	129	176	190	194	259	176	187	201
gene-SYNPCC7002_RS10745	1250	1213	1474	1299	778	833	1040	1094	698	600	823	852	1309	1765	1195	1255	573
gene-SYNPCC7002_RS10750	1166	1250	1485	1383	833	1180	1204	918	821	885	1097	1070	1183	1591	1240	1264	825
gene-SYNPCC7002_RS10755	3490	2798	2743	2736	4403	5525	7026	5626	3680	3563	4945	5181	4524	5955	4088	4954	2259
gene-SYNPCC7002_RS10760	1358	1217	1247	1089	2038	2468	2868	2421	1724	1488	2246	2271	1796	2551	1779	1864	948
gene-SYNPCC7002_RS10765	130	92	123	72	205	194	320	226	136	109	184	227	192	240	204	201	912
gene-SYNPCC7002_RS10770	603	582	597	669	422	484	637	421	339	295	437	505	437	558	357	469	867
gene-SYNPCC7002_RS10775	1317	1329	1366	1781	420	417	542	460	353	322	294	455	994	1278	850	1051	1083
gene-SYNPCC7002_RS10780	313	296	345	435	137	214	191	117	118	84	184	117	179	231	154	148	600
gene-SYNPCC7002_RS10785	293	278	379	378	212	238	304	261	169	154	271	218	214	309	222	228	489
gene-SYNPCC7002_RS10790	767	483	429	460	1945	1753	2406	2990	1178	1151	1576	1318	833	1158	793	830	828
gene-SYNPCC7002_RS10795	176	184	156	137	123	148	188	157	76	100	108	131	148	218	145	165	819
gene-SYNPCC7002_RS10800	20	32	16	38	64	129	131	69	108	65	109	136	28	41	19	31	249
gene-SYNPCC7002_RS10805	3166	3381	2942	3162	4855	7747	8663	4036	5811	4086	6572	6983	3289	5279	3512	3635	2730
gene-SYNPCC7002_RS10810	277	306	307	313	605	1207	1298	542	790	567	906	1002	326	612	411	442	660
gene-SYNPCC7002_RS10815	179	162	173	174	406	801	798	378	494	336	658	669	237	467	337	296	1542
gene-SYNPCC7002_RS10820	441	426	433	344	652	1120	1166	499	610	546	734	844	401	679	507	535	4872
gene-SYNPCC7002_RS10825	2618	2300	2683	2533	2345	2989	3710	2461	2197	1791	2649	2781	2251	2954	2193	2216	6102
gene-SYNPCC7002_RS10830	1528	1603	1253	1364	2555	2655	3933	2299	2397	1873	2826	2832	1695	2171	1624	1703	531
gene-SYNPCC7002_RS16990	33602	25951	18399	21007	60899	59836	77651	62696	45191	37216	54323	57574	15801	19719	13778	17133	573
gene-SYNPCC7002_RS10840	5910	5025	3954	3878	9988	11174	14372	11904	7586	6769	9704	10222	5377	7294	4622	5798	2673
gene-SYNPCC7002_RS10845	342	325	372	276	327	478	591	397	296	246	439	311	414	594	403	410	783
gene-SYNPCC7002_RS10850	14081	13408	13035	13391	24873	26350	34794	24562	21405	18987	26883	27332	14063	19662	13962	14319	351
gene-SYNPCC7002_RS10855	6690	6671	6129	6484	12439	14255	18737	12141	11272	10032	14881	13984	6279	8982	6076	6565	204
gene-SYNPCC7002_RS10860	1956	1513	1231	1237	782	946	1337	1185	624	648	897	878	1150	1577	1068	1288	723
gene-SYNPCC7002_RS10865	533	470	373	409	327	402	663	509	250	282	420	329	402	687	441	434	450
gene-SYNPCC7002_RS10870	972	724	666	617	896	1104	1277	1160	702	707	968	1013	909	1134	771	883	699
gene-SYNPCC7002_RS10875	1243	1139	1060	967	1420	1733	2458	1731	1223	1203	1611	1648	1288	1826	1302	1324	1005
gene-SYNPCC7002_RS10880	2921	3043	2405	2456	4096	4835	6288	5262	3687	3478	4715	4894	6096	8717	5677	6656	1176
gene-SYNPCC7002_RS10885	1340	1078	1116	1042	3078	2946	3908	3218	2500	2051	2897	3341	2160	2748	1972	2381	1206
gene-SYNPCC7002_RS10890	627	520	395	421	1495	1588	2424	1622	1296	1053	1779	1731	1082	1340	945	1133	1593
gene-SYNPCC7002_RS10895	2332	1359	1342	1230	2303	2886	3561	2669	1874	1677	2254	2856	1529	1641	1178	1540	987
gene-SYNPCC7002_RS16995	2075	1525	1419	1419	1812	2123	2390	1740	1758	1102	1730	2252	1028	1221	819	1071	177
gene-SYNPCC7002_RS10900	1149	975	904	999	1857	2093	3074	1955	1751	1461	2197	2182	1572	2075	1405	1680	321
gene-SYNPCC7002_RS10905	1210	925	1045	901	1544	1508	2050	1898	1280	1054	1439	1773	1308	1952	1287	1727	537
gene-SYNPCC7002_RS10910	1645	1293	1465	1421	2181	2546	3453	2713	1708	1668	2355	2420	2464	3648	2549	2841	1146
gene-SYNPCC7002_RS10915	2001	1737	1367	1451	2104	2520	3300	3151	1751	1636	2104	2719	2457	3282	2328	3108	1263
gene-SYNPCC7002_RS10920	395	342	264	262	1089	1069	1490	1041	793	640	903	1158	742	812	551	819	1230
gene-SYNPCC7002_RS10925	26174	22481	24315	22378	26515	29146	37883	28814	24027	19873	28149	31312	24076	31162	22362	26120	834
gene-SYNPCC7002_RS10930	105983	122766	99210	132283	31756	38809	51186	34497	33940	33286	45447	41934	40571	62560	44078	42640	1059
gene-SYNPCC7002_RS10935	485	459	340	360	670	790	1067	894	614	592	748	918	1458	2107	1495	1444	1455
gene-SYNPCC7002_RS10940	7950	5546	3787	4260	8067	9586	12000	11235	6413	5779	8176	8539	5095	6056	4186	5122	1305
gene-SYNPCC7002_RS10945	321	233	181	259	947	846	1450	1086	781	610	1028	990	919	1123	598	978	498
gene-SYNPCC7002_RS10950	1201	927	666	756	1842	2066	3064	2473	1428	1417	1833	2132	1483	1832	1285	1575	1035
gene-SYNPCC7002_RS10955	344	282	270	266	564	592	855	669	450	396	492	612	420	602	398	519	603
gene-SYNPCC7002_RS10960	2018	1722	1564	1650	2057	2178	2924	2718	1741	1522	2070	2261	1519	1934	1405	1739	1263
gene-SYNPCC7002_RS10965	6815	5829	4531	5018	18518	19670	24621	18268	15660	13336	18432	20757	11513	15176	10175	12797	1299
gene-SYNPCC7002_RS10970	172	161	110	128	243	259	389	311	230	195	240	272	239	344	263	282	243
gene-SYNPCC7002_RS10975	20911	15007	8549	10053	117212	132889	172970	139713	87785	83216	117737	116265	34714	44306	33363	36732	1530
gene-SYNPCC7002_RS10980	186284	159259	112475	151964	242173	319686	409788	206189	257489	219422	334055	336164	109718	144939	107239	110204	519
gene-SYNPCC7002_RS10985	176365	149470	111462	149518	223975	312430	398233	189136	239512	217967	326112	309738	107204	145653	107631	106050	489
gene-SYNPCC7002_RS10990	115880	91918	50645	71445	100772	127742	152005	89816	108050	80364	120643	148819	45773	51730	39402	47395	873
gene-SYNPCC7002_RS10995	14384	10669	7394	8549	15400	18750	22597	13820	15897	11851	17565	20065	7601	8867	5724	7679	243
gene-SYNPCC7002_RS11000	783	574	418	409	1826	2168	2772	1934	1545	1356	1972	2417	793	1037	660	879	807
gene-SYNPCC7002_RS11005	411	259	244	218	929	1031	1444	826	751	652	993	1102	504	623	464	549	618
gene-SYNPCC7002_RS11010	566	531	388	372	652	600	762	693	642	402	562	800	604	709	495	716	987
gene-SYNPCC7002_RS11015	4431	3870	3818	3427	7168	8446	10652	7659	6147	5836	7716	7822	4628	6229	4510	5260	987
gene-SYNPCC7002_RS11020	968	791	966	806	1129	1312	1756	1361	899	880	1090	1180	895	1155	795	991	489
gene-SYNPCC7002_RS11025	1345	1111	1241	1277	1219	1461	1834	1517	1045	989	1212	1340	1038	1432	1024	1073	561
gene-SYNPCC7002_RS11030	973	704	878	740	913	1200	1431	1040	875	764	1032	940	763	1086	715	795	342
gene-SYNPCC7002_RS17235	6	7	0	1	0	1	0	3	0	0	0	5	4	3	0	2	123
gene-SYNPCC7002_RS11035	2189	2145	2700	2242	1765	1643	2246	1682	1401	938	1655	1641	1509	2285	1469	1625	198
gene-SYNPCC7002_RS11040	2791	2383	3001	2387	1364	1588	2018	1961	1044	1016	1240	1520	1211	1843	1322	1482	978
gene-SYNPCC7002_RS11045	6025	5050	6603	5265	2286	2478	3822	3336	1618	1512	2109	2204	2589	3793	2746	3175	1695
gene-SYNPCC7002_RS11050	2304	1993	2550	2033	924	1098	1660	1355	656	574	896	919	1022	1506	1094	1130	1671
gene-SYNPCC7002_RS11055	28	28	15	50	28	18	32	12	12	24	22	12	24	14	22	6	73
gene-SYNPCC7002_RS11060	538	381	502	470	486	546	774	577	392	416	469	485	744	1095	672	843	330
gene-SYNPCC7002_RS11065	1933	1568	1351	1289	2167	2561	2961	2200	1914	1433	1973	2460	1335	1498	1081	1422	732
gene-SYNPCC7002_RS11070	589	462	369	346	641	631	922	756	464	505	615	699	679	752	499	736	177
gene-SYNPCC7002_RS11075	763	644	592	573	1146	1361	1825	1459	890	993	1255	1234	1018	1298	919	1053	978
gene-SYNPCC7002_RS11080	79	61	93	57	205	139	159	234	133	88	116	132	155	208	122	190	798
gene-SYNPCC7002_RS11085	1635	1458	1464	1989	931	1254	1625	1318	893	833	1242	1101	1438	2015	1391	1391	1542
gene-SYNPCC7002_RS11090	13063	12031	11546	12300	11300	13956	18214	12364	10130	9063	13484	13142	14041	19981	14397	14796	1578
gene-SYNPCC7002_RS11095	1729	1327	1068	1045	1863	1553	2004	2500	1421	1055	1192	2260	1669	2098	1221	2058	243
gene-SYNPCC7002_RS11100	848	744	717	624	1034	1063	1493	1400	860	782	1067	1181	1060	1263	898	1073	828
gene-SYNPCC7002_RS11105	3495	3044	2773	2913	5947	7358	9886	5810	5868	5661	8058	7817	3360	4449	3209	3466	1044
gene-SYNPCC7002_RS11110	4	6	2	2	16	12	4	6	6	4	4	12	0	2	4	16	72
gene-SYNPCC7002_RS16470	430	420	381	350	442	532	614	570	377	361	438	571	531	609	440	525	1101
gene-SYNPCC7002_RS11115	912	803	821	865	1215	1371	1686	1434	1047	1001	1394	1362	1145	1561	1058	1165	957
