database	geneset	geneset.name	cluster	genes	locus	Geneid	type	name	locus_tag	product
UniProt Keywords	KW-0368	Histidine biosynthesis	cluster_13	hisD	SYNPCC7002_A2049	gene-SYNPCC7002_RS10220	protein_coding	hisD	SYNPCC7002_RS10220	histidinol dehydrogenase
UniProt Keywords	KW-0368	Histidine biosynthesis	cluster_13	hisH	SYNPCC7002_A2529	gene-SYNPCC7002_RS12540	protein_coding	hisH	SYNPCC7002_RS12540	imidazole glycerol phosphate synthase subunit HisH
GO Biological Process	GO:0000105	Histidine biosynthetic process	cluster_13	hisIE	SYNPCC7002_A0488	gene-SYNPCC7002_RS02415	protein_coding	hisIE	SYNPCC7002_RS02415	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE
GO Biological Process	GO:0000105	Histidine biosynthetic process	cluster_13	hisG	SYNPCC7002_A0620	gene-SYNPCC7002_RS03090	protein_coding	hisG	SYNPCC7002_RS03090	ATP phosphoribosyltransferase
GO Biological Process	GO:0000105	Histidine biosynthetic process	cluster_13	hisZ	SYNPCC7002_A0621	gene-SYNPCC7002_RS03095	protein_coding	SYNPCC7002_RS03095	SYNPCC7002_RS03095	ATP phosphoribosyltransferase regulatory subunit
GO Biological Process	GO:0000105	Histidine biosynthetic process	cluster_13	hisF	SYNPCC7002_A1636	gene-SYNPCC7002_RS08190	protein_coding	hisF	SYNPCC7002_RS08190	imidazole glycerol phosphate synthase subunit HisF
GO Biological Process	GO:0000105	Histidine biosynthetic process	cluster_13	hisA	SYNPCC7002_A1890	gene-SYNPCC7002_RS09460	protein_coding	hisA	SYNPCC7002_RS09460	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase
GO Biological Process	GO:0000105	Histidine biosynthetic process	cluster_13	hisB-2	SYNPCC7002_A1985	gene-SYNPCC7002_RS09915	protein_coding	hisB	SYNPCC7002_RS09915	imidazoleglycerol-phosphate dehydratase HisB
GO Biological Process	GO:0000105	Histidine biosynthetic process	cluster_13	hisD	SYNPCC7002_A2049	gene-SYNPCC7002_RS10220	protein_coding	hisD	SYNPCC7002_RS10220	histidinol dehydrogenase
GO Biological Process	GO:0000105	Histidine biosynthetic process	cluster_13	hisH	SYNPCC7002_A2529	gene-SYNPCC7002_RS12540	protein_coding	hisH	SYNPCC7002_RS12540	imidazole glycerol phosphate synthase subunit HisH
STRING Clusters	CL:3287	Histidine metabolism	cluster_13	hisIE	SYNPCC7002_A0488	gene-SYNPCC7002_RS02415	protein_coding	hisIE	SYNPCC7002_RS02415	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE
STRING Clusters	CL:3287	Histidine metabolism	cluster_13	hisF	SYNPCC7002_A1636	gene-SYNPCC7002_RS08190	protein_coding	hisF	SYNPCC7002_RS08190	imidazole glycerol phosphate synthase subunit HisF
STRING Clusters	CL:3287	Histidine metabolism	cluster_13	hisA	SYNPCC7002_A1890	gene-SYNPCC7002_RS09460	protein_coding	hisA	SYNPCC7002_RS09460	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase
STRING Clusters	CL:3287	Histidine metabolism	cluster_13	hisB-2	SYNPCC7002_A1985	gene-SYNPCC7002_RS09915	protein_coding	hisB	SYNPCC7002_RS09915	imidazoleglycerol-phosphate dehydratase HisB
STRING Clusters	CL:3287	Histidine metabolism	cluster_13	hisD	SYNPCC7002_A2049	gene-SYNPCC7002_RS10220	protein_coding	hisD	SYNPCC7002_RS10220	histidinol dehydrogenase
STRING Clusters	CL:3287	Histidine metabolism	cluster_13	hisH	SYNPCC7002_A2529	gene-SYNPCC7002_RS12540	protein_coding	hisH	SYNPCC7002_RS12540	imidazole glycerol phosphate synthase subunit HisH
KEGG Pathways	syp01230	Biosynthesis of amino acids	cluster_13	hisIE	SYNPCC7002_A0488	gene-SYNPCC7002_RS02415	protein_coding	hisIE	SYNPCC7002_RS02415	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE
KEGG Pathways	syp01230	Biosynthesis of amino acids	cluster_13	hisG	SYNPCC7002_A0620	gene-SYNPCC7002_RS03090	protein_coding	hisG	SYNPCC7002_RS03090	ATP phosphoribosyltransferase
KEGG Pathways	syp01230	Biosynthesis of amino acids	cluster_13	hisZ	SYNPCC7002_A0621	gene-SYNPCC7002_RS03095	protein_coding	SYNPCC7002_RS03095	SYNPCC7002_RS03095	ATP phosphoribosyltransferase regulatory subunit
KEGG Pathways	syp01230	Biosynthesis of amino acids	cluster_13	hisF	SYNPCC7002_A1636	gene-SYNPCC7002_RS08190	protein_coding	hisF	SYNPCC7002_RS08190	imidazole glycerol phosphate synthase subunit HisF
KEGG Pathways	syp01230	Biosynthesis of amino acids	cluster_13	hisA	SYNPCC7002_A1890	gene-SYNPCC7002_RS09460	protein_coding	hisA	SYNPCC7002_RS09460	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase
KEGG Pathways	syp01230	Biosynthesis of amino acids	cluster_13	hisB-2	SYNPCC7002_A1985	gene-SYNPCC7002_RS09915	protein_coding	hisB	SYNPCC7002_RS09915	imidazoleglycerol-phosphate dehydratase HisB
KEGG Pathways	syp01230	Biosynthesis of amino acids	cluster_13	hisD	SYNPCC7002_A2049	gene-SYNPCC7002_RS10220	protein_coding	hisD	SYNPCC7002_RS10220	histidinol dehydrogenase
KEGG Pathways	syp01230	Biosynthesis of amino acids	cluster_13	hisH	SYNPCC7002_A2529	gene-SYNPCC7002_RS12540	protein_coding	hisH	SYNPCC7002_RS12540	imidazole glycerol phosphate synthase subunit HisH
UniProt Keywords	KW-0963	Cytoplasm	cluster_13	hisIE	SYNPCC7002_A0488	gene-SYNPCC7002_RS02415	protein_coding	hisIE	SYNPCC7002_RS02415	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE
UniProt Keywords	KW-0963	Cytoplasm	cluster_13	hisG	SYNPCC7002_A0620	gene-SYNPCC7002_RS03090	protein_coding	hisG	SYNPCC7002_RS03090	ATP phosphoribosyltransferase
UniProt Keywords	KW-0963	Cytoplasm	cluster_13	hisZ	SYNPCC7002_A0621	gene-SYNPCC7002_RS03095	protein_coding	SYNPCC7002_RS03095	SYNPCC7002_RS03095	ATP phosphoribosyltransferase regulatory subunit
UniProt Keywords	KW-0963	Cytoplasm	cluster_13	hisF	SYNPCC7002_A1636	gene-SYNPCC7002_RS08190	protein_coding	hisF	SYNPCC7002_RS08190	imidazole glycerol phosphate synthase subunit HisF
UniProt Keywords	KW-0963	Cytoplasm	cluster_13	hisA	SYNPCC7002_A1890	gene-SYNPCC7002_RS09460	protein_coding	hisA	SYNPCC7002_RS09460	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase
UniProt Keywords	KW-0963	Cytoplasm	cluster_13	ACA99890.1	SYNPCC7002_A1903	gene-SYNPCC7002_RS09525	protein_coding	SYNPCC7002_RS09525	SYNPCC7002_RS09525	HAD family hydrolase
UniProt Keywords	KW-0963	Cytoplasm	cluster_13	hisB-2	SYNPCC7002_A1985	gene-SYNPCC7002_RS09915	protein_coding	hisB	SYNPCC7002_RS09915	imidazoleglycerol-phosphate dehydratase HisB
UniProt Keywords	KW-0963	Cytoplasm	cluster_13	hisH	SYNPCC7002_A2529	gene-SYNPCC7002_RS12540	protein_coding	hisH	SYNPCC7002_RS12540	imidazole glycerol phosphate synthase subunit HisH
KEGG Pathways	syp01110	Biosynthesis of secondary metabolites	cluster_13	hisIE	SYNPCC7002_A0488	gene-SYNPCC7002_RS02415	protein_coding	hisIE	SYNPCC7002_RS02415	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE
KEGG Pathways	syp01110	Biosynthesis of secondary metabolites	cluster_13	hisG	SYNPCC7002_A0620	gene-SYNPCC7002_RS03090	protein_coding	hisG	SYNPCC7002_RS03090	ATP phosphoribosyltransferase
KEGG Pathways	syp01110	Biosynthesis of secondary metabolites	cluster_13	hisZ	SYNPCC7002_A0621	gene-SYNPCC7002_RS03095	protein_coding	SYNPCC7002_RS03095	SYNPCC7002_RS03095	ATP phosphoribosyltransferase regulatory subunit
KEGG Pathways	syp01110	Biosynthesis of secondary metabolites	cluster_13	hisF	SYNPCC7002_A1636	gene-SYNPCC7002_RS08190	protein_coding	hisF	SYNPCC7002_RS08190	imidazole glycerol phosphate synthase subunit HisF
KEGG Pathways	syp01110	Biosynthesis of secondary metabolites	cluster_13	hisA	SYNPCC7002_A1890	gene-SYNPCC7002_RS09460	protein_coding	hisA	SYNPCC7002_RS09460	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase
KEGG Pathways	syp01110	Biosynthesis of secondary metabolites	cluster_13	hisB-2	SYNPCC7002_A1985	gene-SYNPCC7002_RS09915	protein_coding	hisB	SYNPCC7002_RS09915	imidazoleglycerol-phosphate dehydratase HisB
KEGG Pathways	syp01110	Biosynthesis of secondary metabolites	cluster_13	hisD	SYNPCC7002_A2049	gene-SYNPCC7002_RS10220	protein_coding	hisD	SYNPCC7002_RS10220	histidinol dehydrogenase
KEGG Pathways	syp01110	Biosynthesis of secondary metabolites	cluster_13	hisH	SYNPCC7002_A2529	gene-SYNPCC7002_RS12540	protein_coding	hisH	SYNPCC7002_RS12540	imidazole glycerol phosphate synthase subunit HisH
KEGG Pathways	syp01100	Metabolic pathways	cluster_13	hisIE	SYNPCC7002_A0488	gene-SYNPCC7002_RS02415	protein_coding	hisIE	SYNPCC7002_RS02415	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE
KEGG Pathways	syp01100	Metabolic pathways	cluster_13	hisG	SYNPCC7002_A0620	gene-SYNPCC7002_RS03090	protein_coding	hisG	SYNPCC7002_RS03090	ATP phosphoribosyltransferase
KEGG Pathways	syp01100	Metabolic pathways	cluster_13	hisZ	SYNPCC7002_A0621	gene-SYNPCC7002_RS03095	protein_coding	SYNPCC7002_RS03095	SYNPCC7002_RS03095	ATP phosphoribosyltransferase regulatory subunit
KEGG Pathways	syp01100	Metabolic pathways	cluster_13	hisF	SYNPCC7002_A1636	gene-SYNPCC7002_RS08190	protein_coding	hisF	SYNPCC7002_RS08190	imidazole glycerol phosphate synthase subunit HisF
KEGG Pathways	syp01100	Metabolic pathways	cluster_13	hisA	SYNPCC7002_A1890	gene-SYNPCC7002_RS09460	protein_coding	hisA	SYNPCC7002_RS09460	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase
KEGG Pathways	syp01100	Metabolic pathways	cluster_13	ACA99890.1	SYNPCC7002_A1903	gene-SYNPCC7002_RS09525	protein_coding	SYNPCC7002_RS09525	SYNPCC7002_RS09525	HAD family hydrolase
KEGG Pathways	syp01100	Metabolic pathways	cluster_13	hisB-2	SYNPCC7002_A1985	gene-SYNPCC7002_RS09915	protein_coding	hisB	SYNPCC7002_RS09915	imidazoleglycerol-phosphate dehydratase HisB
KEGG Pathways	syp01100	Metabolic pathways	cluster_13	hisD	SYNPCC7002_A2049	gene-SYNPCC7002_RS10220	protein_coding	hisD	SYNPCC7002_RS10220	histidinol dehydrogenase
KEGG Pathways	syp01100	Metabolic pathways	cluster_13	hisH	SYNPCC7002_A2529	gene-SYNPCC7002_RS12540	protein_coding	hisH	SYNPCC7002_RS12540	imidazole glycerol phosphate synthase subunit HisH
GO Biological Process	GO:0044238	Primary metabolic process	cluster_13	hisIE	SYNPCC7002_A0488	gene-SYNPCC7002_RS02415	protein_coding	hisIE	SYNPCC7002_RS02415	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE
GO Biological Process	GO:0044238	Primary metabolic process	cluster_13	hisG	SYNPCC7002_A0620	gene-SYNPCC7002_RS03090	protein_coding	hisG	SYNPCC7002_RS03090	ATP phosphoribosyltransferase
GO Biological Process	GO:0044238	Primary metabolic process	cluster_13	hisZ	SYNPCC7002_A0621	gene-SYNPCC7002_RS03095	protein_coding	SYNPCC7002_RS03095	SYNPCC7002_RS03095	ATP phosphoribosyltransferase regulatory subunit
GO Biological Process	GO:0044238	Primary metabolic process	cluster_13	hisF	SYNPCC7002_A1636	gene-SYNPCC7002_RS08190	protein_coding	hisF	SYNPCC7002_RS08190	imidazole glycerol phosphate synthase subunit HisF
GO Biological Process	GO:0044238	Primary metabolic process	cluster_13	hisA	SYNPCC7002_A1890	gene-SYNPCC7002_RS09460	protein_coding	hisA	SYNPCC7002_RS09460	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase
GO Biological Process	GO:0044238	Primary metabolic process	cluster_13	ACA99890.1	SYNPCC7002_A1903	gene-SYNPCC7002_RS09525	protein_coding	SYNPCC7002_RS09525	SYNPCC7002_RS09525	HAD family hydrolase
GO Biological Process	GO:0044238	Primary metabolic process	cluster_13	hisB-2	SYNPCC7002_A1985	gene-SYNPCC7002_RS09915	protein_coding	hisB	SYNPCC7002_RS09915	imidazoleglycerol-phosphate dehydratase HisB
GO Biological Process	GO:0044238	Primary metabolic process	cluster_13	hisD	SYNPCC7002_A2049	gene-SYNPCC7002_RS10220	protein_coding	hisD	SYNPCC7002_RS10220	histidinol dehydrogenase
GO Biological Process	GO:0044238	Primary metabolic process	cluster_13	hisH	SYNPCC7002_A2529	gene-SYNPCC7002_RS12540	protein_coding	hisH	SYNPCC7002_RS12540	imidazole glycerol phosphate synthase subunit HisH
GO Cellular Component	GO:0005737	Cytoplasm	cluster_13	hisIE	SYNPCC7002_A0488	gene-SYNPCC7002_RS02415	protein_coding	hisIE	SYNPCC7002_RS02415	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE
GO Cellular Component	GO:0005737	Cytoplasm	cluster_13	hisG	SYNPCC7002_A0620	gene-SYNPCC7002_RS03090	protein_coding	hisG	SYNPCC7002_RS03090	ATP phosphoribosyltransferase
GO Cellular Component	GO:0005737	Cytoplasm	cluster_13	hisZ	SYNPCC7002_A0621	gene-SYNPCC7002_RS03095	protein_coding	SYNPCC7002_RS03095	SYNPCC7002_RS03095	ATP phosphoribosyltransferase regulatory subunit
GO Cellular Component	GO:0005737	Cytoplasm	cluster_13	hisF	SYNPCC7002_A1636	gene-SYNPCC7002_RS08190	protein_coding	hisF	SYNPCC7002_RS08190	imidazole glycerol phosphate synthase subunit HisF
GO Cellular Component	GO:0005737	Cytoplasm	cluster_13	hisA	SYNPCC7002_A1890	gene-SYNPCC7002_RS09460	protein_coding	hisA	SYNPCC7002_RS09460	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase
GO Cellular Component	GO:0005737	Cytoplasm	cluster_13	ACA99890.1	SYNPCC7002_A1903	gene-SYNPCC7002_RS09525	protein_coding	SYNPCC7002_RS09525	SYNPCC7002_RS09525	HAD family hydrolase
GO Cellular Component	GO:0005737	Cytoplasm	cluster_13	hisB-2	SYNPCC7002_A1985	gene-SYNPCC7002_RS09915	protein_coding	hisB	SYNPCC7002_RS09915	imidazoleglycerol-phosphate dehydratase HisB
GO Cellular Component	GO:0005737	Cytoplasm	cluster_13	hisD	SYNPCC7002_A2049	gene-SYNPCC7002_RS10220	protein_coding	hisD	SYNPCC7002_RS10220	histidinol dehydrogenase
GO Cellular Component	GO:0005737	Cytoplasm	cluster_13	hisH	SYNPCC7002_A2529	gene-SYNPCC7002_RS12540	protein_coding	hisH	SYNPCC7002_RS12540	imidazole glycerol phosphate synthase subunit HisH
GO Molecular Function	GO:0016763	Pentosyltransferase activity	cluster_13	hisG	SYNPCC7002_A0620	gene-SYNPCC7002_RS03090	protein_coding	hisG	SYNPCC7002_RS03090	ATP phosphoribosyltransferase
GO Molecular Function	GO:0016763	Pentosyltransferase activity	cluster_13	hisF	SYNPCC7002_A1636	gene-SYNPCC7002_RS08190	protein_coding	hisF	SYNPCC7002_RS08190	imidazole glycerol phosphate synthase subunit HisF
GO Molecular Function	GO:0016763	Pentosyltransferase activity	cluster_13	hisH	SYNPCC7002_A2529	gene-SYNPCC7002_RS12540	protein_coding	hisH	SYNPCC7002_RS12540	imidazole glycerol phosphate synthase subunit HisH
GO Molecular Function	GO:0000107	Imidazoleglycerol-phosphate synthase activity	cluster_13	hisF	SYNPCC7002_A1636	gene-SYNPCC7002_RS08190	protein_coding	hisF	SYNPCC7002_RS08190	imidazole glycerol phosphate synthase subunit HisF
GO Molecular Function	GO:0000107	Imidazoleglycerol-phosphate synthase activity	cluster_13	hisH	SYNPCC7002_A2529	gene-SYNPCC7002_RS12540	protein_coding	hisH	SYNPCC7002_RS12540	imidazole glycerol phosphate synthase subunit HisH
GO Biological Process	GO:0071704	Organic substance metabolic process	cluster_13	hisIE	SYNPCC7002_A0488	gene-SYNPCC7002_RS02415	protein_coding	hisIE	SYNPCC7002_RS02415	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE
GO Biological Process	GO:0071704	Organic substance metabolic process	cluster_13	hisG	SYNPCC7002_A0620	gene-SYNPCC7002_RS03090	protein_coding	hisG	SYNPCC7002_RS03090	ATP phosphoribosyltransferase
GO Biological Process	GO:0071704	Organic substance metabolic process	cluster_13	hisZ	SYNPCC7002_A0621	gene-SYNPCC7002_RS03095	protein_coding	SYNPCC7002_RS03095	SYNPCC7002_RS03095	ATP phosphoribosyltransferase regulatory subunit
GO Biological Process	GO:0071704	Organic substance metabolic process	cluster_13	hisF	SYNPCC7002_A1636	gene-SYNPCC7002_RS08190	protein_coding	hisF	SYNPCC7002_RS08190	imidazole glycerol phosphate synthase subunit HisF
GO Biological Process	GO:0071704	Organic substance metabolic process	cluster_13	hisA	SYNPCC7002_A1890	gene-SYNPCC7002_RS09460	protein_coding	hisA	SYNPCC7002_RS09460	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase
GO Biological Process	GO:0071704	Organic substance metabolic process	cluster_13	ACA99890.1	SYNPCC7002_A1903	gene-SYNPCC7002_RS09525	protein_coding	SYNPCC7002_RS09525	SYNPCC7002_RS09525	HAD family hydrolase
GO Biological Process	GO:0071704	Organic substance metabolic process	cluster_13	hisB-2	SYNPCC7002_A1985	gene-SYNPCC7002_RS09915	protein_coding	hisB	SYNPCC7002_RS09915	imidazoleglycerol-phosphate dehydratase HisB
GO Biological Process	GO:0071704	Organic substance metabolic process	cluster_13	hisD	SYNPCC7002_A2049	gene-SYNPCC7002_RS10220	protein_coding	hisD	SYNPCC7002_RS10220	histidinol dehydrogenase
GO Biological Process	GO:0071704	Organic substance metabolic process	cluster_13	hisH	SYNPCC7002_A2529	gene-SYNPCC7002_RS12540	protein_coding	hisH	SYNPCC7002_RS12540	imidazole glycerol phosphate synthase subunit HisH
STRING Clusters	CL:1266	Mixed, incl. Antiporter activity, and Proton-conducting membrane transporter	cluster_14	napA	SYNPCC7002_A2372	gene-SYNPCC7002_RS11755	protein_coding	SYNPCC7002_RS11755	SYNPCC7002_RS11755	cation:proton antiporter
STRING Clusters	CL:1266	Mixed, incl. Antiporter activity, and Proton-conducting membrane transporter	cluster_14	mnhC	SYNPCC7002_A2373	gene-SYNPCC7002_RS11760	protein_coding	SYNPCC7002_RS11760	SYNPCC7002_RS11760	cation:proton antiporter subunit C
STRING Clusters	CL:1266	Mixed, incl. Antiporter activity, and Proton-conducting membrane transporter	cluster_14	mnhD1	SYNPCC7002_A2374	gene-SYNPCC7002_RS11765	protein_coding	SYNPCC7002_RS11765	SYNPCC7002_RS11765	cation:proton antiporter
STRING Clusters	CL:1266	Mixed, incl. Antiporter activity, and Proton-conducting membrane transporter	cluster_14	mnhD2	SYNPCC7002_A2375	gene-SYNPCC7002_RS11770	protein_coding	SYNPCC7002_RS11770	SYNPCC7002_RS11770	cation:proton antiporter
STRING Clusters	CL:1266	Mixed, incl. Antiporter activity, and Proton-conducting membrane transporter	cluster_14	ACB00354.1	SYNPCC7002_A2376	gene-SYNPCC7002_RS11775	protein_coding	SYNPCC7002_RS11775	SYNPCC7002_RS11775	cation:proton antiporter
STRING Clusters	CL:1266	Mixed, incl. Antiporter activity, and Proton-conducting membrane transporter	cluster_14	ACB00355.1	SYNPCC7002_A2377	gene-SYNPCC7002_RS11780	protein_coding	SYNPCC7002_RS11780	SYNPCC7002_RS11780	hypothetical protein
STRING Clusters	CL:1266	Mixed, incl. Antiporter activity, and Proton-conducting membrane transporter	cluster_14	ACB00356.1	SYNPCC7002_A2378	gene-SYNPCC7002_RS11785	protein_coding	SYNPCC7002_RS11785	SYNPCC7002_RS11785	monovalent cation/H(+) antiporter subunit G
STRING Clusters	CL:1266	Mixed, incl. Antiporter activity, and Proton-conducting membrane transporter	cluster_14	hcp4	SYNPCC7002_A2379	gene-SYNPCC7002_RS11790	protein_coding	SYNPCC7002_RS11790	SYNPCC7002_RS11790	DUF4040 domain-containing protein
STRING Clusters	CL:1266	Mixed, incl. Antiporter activity, and Proton-conducting membrane transporter	cluster_14	mnhB	SYNPCC7002_A2380	gene-SYNPCC7002_RS11795	protein_coding	SYNPCC7002_RS11795	SYNPCC7002_RS11795	Na(+)/H(+) antiporter subunit B
STRING Clusters	CL:1268	Mixed, incl. Antiporter activity, and Regulation of nitrogen utilization	cluster_14	mnhC	SYNPCC7002_A2373	gene-SYNPCC7002_RS11760	protein_coding	SYNPCC7002_RS11760	SYNPCC7002_RS11760	cation:proton antiporter subunit C
STRING Clusters	CL:1268	Mixed, incl. Antiporter activity, and Regulation of nitrogen utilization	cluster_14	mnhD1	SYNPCC7002_A2374	gene-SYNPCC7002_RS11765	protein_coding	SYNPCC7002_RS11765	SYNPCC7002_RS11765	cation:proton antiporter
STRING Clusters	CL:1268	Mixed, incl. Antiporter activity, and Regulation of nitrogen utilization	cluster_14	mnhD2	SYNPCC7002_A2375	gene-SYNPCC7002_RS11770	protein_coding	SYNPCC7002_RS11770	SYNPCC7002_RS11770	cation:proton antiporter
STRING Clusters	CL:1268	Mixed, incl. Antiporter activity, and Regulation of nitrogen utilization	cluster_14	ACB00354.1	SYNPCC7002_A2376	gene-SYNPCC7002_RS11775	protein_coding	SYNPCC7002_RS11775	SYNPCC7002_RS11775	cation:proton antiporter
STRING Clusters	CL:1268	Mixed, incl. Antiporter activity, and Regulation of nitrogen utilization	cluster_14	ACB00355.1	SYNPCC7002_A2377	gene-SYNPCC7002_RS11780	protein_coding	SYNPCC7002_RS11780	SYNPCC7002_RS11780	hypothetical protein
STRING Clusters	CL:1268	Mixed, incl. Antiporter activity, and Regulation of nitrogen utilization	cluster_14	ACB00356.1	SYNPCC7002_A2378	gene-SYNPCC7002_RS11785	protein_coding	SYNPCC7002_RS11785	SYNPCC7002_RS11785	monovalent cation/H(+) antiporter subunit G
STRING Clusters	CL:1268	Mixed, incl. Antiporter activity, and Regulation of nitrogen utilization	cluster_14	hcp4	SYNPCC7002_A2379	gene-SYNPCC7002_RS11790	protein_coding	SYNPCC7002_RS11790	SYNPCC7002_RS11790	DUF4040 domain-containing protein
STRING Clusters	CL:1268	Mixed, incl. Antiporter activity, and Regulation of nitrogen utilization	cluster_14	mnhB	SYNPCC7002_A2380	gene-SYNPCC7002_RS11795	protein_coding	SYNPCC7002_RS11795	SYNPCC7002_RS11795	Na(+)/H(+) antiporter subunit B
STRING Clusters	CL:1272	Antiporter activity, and Proton-conducting membrane transporter	cluster_14	mnhC	SYNPCC7002_A2373	gene-SYNPCC7002_RS11760	protein_coding	SYNPCC7002_RS11760	SYNPCC7002_RS11760	cation:proton antiporter subunit C
STRING Clusters	CL:1272	Antiporter activity, and Proton-conducting membrane transporter	cluster_14	mnhD2	SYNPCC7002_A2375	gene-SYNPCC7002_RS11770	protein_coding	SYNPCC7002_RS11770	SYNPCC7002_RS11770	cation:proton antiporter
STRING Clusters	CL:1272	Antiporter activity, and Proton-conducting membrane transporter	cluster_14	ACB00354.1	SYNPCC7002_A2376	gene-SYNPCC7002_RS11775	protein_coding	SYNPCC7002_RS11775	SYNPCC7002_RS11775	cation:proton antiporter
