locus	string.name	cluster	Geneid	type	name	locus_tag	product
SYNPCC7002_A0030	ACA98048.1	139	gene-SYNPCC7002_RS00155	protein_coding	csaB	SYNPCC7002_RS00155	polysaccharide pyruvyl transferase CsaB
SYNPCC7002_A1057	rpmC	1	gene-SYNPCC7002_RS05270	protein_coding	rpmC	SYNPCC7002_RS05270	50S ribosomal protein L29
SYNPCC7002_A2209	cpcB	5	gene-SYNPCC7002_RS10980	protein_coding	SYNPCC7002_RS10980	SYNPCC7002_RS10980	phycocyanin subunit beta
SYNPCC7002_A2388	ACB00366.1	17	gene-SYNPCC7002_RS11835	protein_coding	SYNPCC7002_RS11835	SYNPCC7002_RS11835	hypothetical protein
SYNPCC7002_A0029	ACA98047.1	139	gene-SYNPCC7002_RS00150	protein_coding	SYNPCC7002_RS00150	SYNPCC7002_RS00150	LysE family translocator
SYNPCC7002_A1058	rplP	1	gene-SYNPCC7002_RS05275	protein_coding	rplP	SYNPCC7002_RS05275	50S ribosomal protein L16
SYNPCC7002_A2208	ACB00189.1	138	gene-SYNPCC7002_RS10975	protein_coding	SYNPCC7002_RS10975	SYNPCC7002_RS10975	ammonium transporter
SYNPCC7002_A1055	rplN	1	gene-SYNPCC7002_RS05260	protein_coding	rplN	SYNPCC7002_RS05260	50S ribosomal protein L14
SYNPCC7002_A2386	ACB00364.1	387	gene-SYNPCC7002_RS11820	protein_coding	SYNPCC7002_RS11820	SYNPCC7002_RS11820	hypothetical protein
SYNPCC7002_A2205	ACB00186.1	213	gene-SYNPCC7002_RS10960	protein_coding	SYNPCC7002_RS10960	SYNPCC7002_RS10960	pentapeptide repeat-containing protein
SYNPCC7002_A0025	thiD	86	gene-SYNPCC7002_RS00130	protein_coding	thiD	SYNPCC7002_RS00130	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
SYNPCC7002_A1056	rpsQ	1	gene-SYNPCC7002_RS05265	protein_coding	rpsQ	SYNPCC7002_RS05265	30S ribosomal protein S17
SYNPCC7002_A2206	hemL	6	gene-SYNPCC7002_RS10965	protein_coding	hemL	SYNPCC7002_RS10965	glutamate-1-semialdehyde 2,1-aminomutase
SYNPCC7002_A1053	rpl5	1	gene-SYNPCC7002_RS05250	protein_coding	rplE	SYNPCC7002_RS05250	50S ribosomal protein L5
SYNPCC7002_A1359	ACA99355.1	55	gene-SYNPCC7002_RS06795	protein_coding	SYNPCC7002_RS06795	SYNPCC7002_RS06795	rhomboid family intramembrane serine protease
SYNPCC7002_A2384	dnaE	182	gene-SYNPCC7002_RS11815	protein_coding	SYNPCC7002_RS11815	SYNPCC7002_RS11815	OB-fold nucleic acid binding domain-containing protein
SYNPCC7002_A1356	leuA	242	gene-SYNPCC7002_RS06780	protein_coding	SYNPCC7002_RS06780	SYNPCC7002_RS06780	2-isopropylmalate synthase
SYNPCC7002_A2385	ACB00363.1	387	gene-SYNPCC7002_RS11825	protein_coding	SYNPCC7002_RS11825	SYNPCC7002_RS11825	pseudouridine synthase
SYNPCC7002_A2203	trpD	26	gene-SYNPCC7002_RS10950	protein_coding	trpD	SYNPCC7002_RS10950	anthranilate phosphoribosyltransferase
SYNPCC7002_A1054	rplX	1	gene-SYNPCC7002_RS05255	protein_coding	rplX	SYNPCC7002_RS05255	50S ribosomal protein L24
SYNPCC7002_A2687	ACB00663.1	54	gene-SYNPCC7002_RS16225	protein_coding	SYNPCC7002_RS16225	SYNPCC7002_RS16225	hypothetical protein
SYNPCC7002_A1051	rpl6	1	gene-SYNPCC7002_RS05240	protein_coding	rplF	SYNPCC7002_RS05240	50S ribosomal protein L6
SYNPCC7002_A0028	ACA98046.1	241	gene-SYNPCC7002_RS00145	protein_coding	SYNPCC7002_RS00145	SYNPCC7002_RS00145	hypothetical protein
SYNPCC7002_A2382	ACB00360.1	78	gene-SYNPCC7002_RS11805	protein_coding	SYNPCC7002_RS11805	SYNPCC7002_RS11805	ABC transporter permease
SYNPCC7002_A1052	rpsH	1	gene-SYNPCC7002_RS05245	protein_coding	rpsH	SYNPCC7002_RS05245	30S ribosomal protein S8
SYNPCC7002_A1357	ACA99353.1	137	gene-SYNPCC7002_RS06785	protein_coding	SYNPCC7002_RS06785	SYNPCC7002_RS06785	NYN domain-containing protein
SYNPCC7002_A2380	mnhB	28	gene-SYNPCC7002_RS11795	protein_coding	SYNPCC7002_RS11795	SYNPCC7002_RS11795	Na(+)/H(+) antiporter subunit B
SYNPCC7002_A0027	ACA98045.1	241	gene-SYNPCC7002_RS00140	protein_coding	SYNPCC7002_RS00140	SYNPCC7002_RS00140	hypothetical protein
SYNPCC7002_A2381	recB	79	gene-SYNPCC7002_RS11800	protein_coding	SYNPCC7002_RS11800	SYNPCC7002_RS11800	TM0106 family RecB-like putative nuclease
SYNPCC7002_A1050	rplR	1	gene-SYNPCC7002_RS05235	protein_coding	rplR	SYNPCC7002_RS05235	50S ribosomal protein L18
SYNPCC7002_A1354	ACA99350.1	2	gene-SYNPCC7002_RS06770	protein_coding	SYNPCC7002_RS06770	SYNPCC7002_RS06770	hybrid sensor histidine kinase/response regulator
SYNPCC7002_A1048	rplO	1	gene-SYNPCC7002_RS05225	protein_coding	rplO	SYNPCC7002_RS05225	50S ribosomal protein L15
SYNPCC7002_A2201	ACB00182.1	7	gene-SYNPCC7002_RS10940	protein_coding	SYNPCC7002_RS10940	SYNPCC7002_RS10940	ABC transporter substrate-binding protein
SYNPCC7002_A2379	hcp4	28	gene-SYNPCC7002_RS11790	protein_coding	SYNPCC7002_RS11790	SYNPCC7002_RS11790	DUF4040 domain-containing protein
SYNPCC7002_A2685	ACB00661.1	54	gene-SYNPCC7002_RS13295	protein_coding	SYNPCC7002_RS13295	SYNPCC7002_RS13295	hypothetical protein
SYNPCC7002_A1049	rpsE	1	gene-SYNPCC7002_RS05230	protein_coding	rpsE	SYNPCC7002_RS05230	30S ribosomal protein S5
SYNPCC7002_A0021	ACA98039.1	1	gene-SYNPCC7002_RS00110	protein_coding	SYNPCC7002_RS00110	SYNPCC7002_RS00110	alpha/beta fold hydrolase
SYNPCC7002_A2202	ACB00183.1	85	gene-SYNPCC7002_RS10945	protein_coding	SYNPCC7002_RS10945	SYNPCC7002_RS10945	pentapeptide repeat-containing protein
SYNPCC7002_A1097	ACA99099.1	1	gene-SYNPCC7002_RS05470	protein_coding	SYNPCC7002_RS05470	SYNPCC7002_RS05470	Rieske 2Fe-2S domain-containing protein
SYNPCC7002_A2686	ACB00662.1	54	gene-SYNPCC7002_RS13300	protein_coding	SYNPCC7002_RS13300	SYNPCC7002_RS13300	TonB family protein
SYNPCC7002_A1098	pabB	26	gene-SYNPCC7002_RS05475	protein_coding	SYNPCC7002_RS05475	SYNPCC7002_RS05475	anthranilate synthase component I
SYNPCC7002_A1355	ACA99351.1	2	gene-SYNPCC7002_RS06775	protein_coding	SYNPCC7002_RS06775	SYNPCC7002_RS06775	diguanylate cyclase
SYNPCC7002_A1095	ACA99097.1	29	gene-SYNPCC7002_RS05460	protein_coding	SYNPCC7002_RS05460	SYNPCC7002_RS05460	AbrB family transcriptional regulator
SYNPCC7002_A1352	fba	10	gene-SYNPCC7002_RS06760	protein_coding	fba	SYNPCC7002_RS06760	fructose-bisphosphate aldolase class II
SYNPCC7002_A2683	ACB00659.1	54	gene-SYNPCC7002_RS13285	protein_coding	SYNPCC7002_RS13285	SYNPCC7002_RS13285	DUF1822 family protein
SYNPCC7002_A1093	ycf4	3	gene-SYNPCC7002_RS05450	protein_coding	SYNPCC7002_RS05450	SYNPCC7002_RS05450	photosystem I assembly protein Ycf4
SYNPCC7002_A2200	ACB00181.1	7	gene-SYNPCC7002_RS10935	protein_coding	SYNPCC7002_RS10935	SYNPCC7002_RS10935	carotenoid oxygenase family protein
SYNPCC7002_A1094	sdhB	1	gene-SYNPCC7002_RS05455	protein_coding	SYNPCC7002_RS05455	SYNPCC7002_RS05455	succinate dehydrogenase/fumarate reductase iron-sulfur subunit
SYNPCC7002_A2681	ACB00657.1	240	gene-SYNPCC7002_RS13275	protein_coding	SYNPCC7002_RS13275	SYNPCC7002_RS13275	hypothetical protein
SYNPCC7002_A2682	ACB00658.1	54	gene-SYNPCC7002_RS13280	protein_coding	SYNPCC7002_RS13280	SYNPCC7002_RS13280	hypothetical protein
SYNPCC7002_A1092	ppib	1	gene-SYNPCC7002_RS05445	protein_coding	SYNPCC7002_RS05445	SYNPCC7002_RS05445	peptidylprolyl isomerase
SYNPCC7002_A1351	smpB	1	gene-SYNPCC7002_RS06755	protein_coding	smpB	SYNPCC7002_RS06755	SsrA-binding protein SmpB
SYNPCC7002_A1090	ACA99092.1	31	gene-SYNPCC7002_RS05435	protein_coding	SYNPCC7002_RS05435	SYNPCC7002_RS05435	asparaginase
SYNPCC7002_A0020	ACA98038.1	84	gene-SYNPCC7002_RS00105	protein_coding	rsmD	SYNPCC7002_RS00105	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD
SYNPCC7002_A0275	ACA98285.1	385	gene-SYNPCC7002_RS01360	protein_coding	SYNPCC7002_RS01360	SYNPCC7002_RS01360	CPBP family intramembrane metalloprotease
SYNPCC7002_A2680	ACB00656.1	240	gene-SYNPCC7002_RS13270	protein_coding	SYNPCC7002_RS13270	SYNPCC7002_RS13270	hypothetical protein
SYNPCC7002_A1123	hslO	165	gene-SYNPCC7002_RS05605	protein_coding	hslO	SYNPCC7002_RS05605	Hsp33 family molecular chaperone HslO
SYNPCC7002_A0019	ACA98037.1	84	gene-SYNPCC7002_RS00100	protein_coding	SYNPCC7002_RS00100	SYNPCC7002_RS00100	AAA family ATPase
SYNPCC7002_A2454	ACB00432.1	15	gene-SYNPCC7002_RS12170	protein_coding	SYNPCC7002_RS12170	SYNPCC7002_RS12170	hypothetical protein
SYNPCC7002_A0018	ACA98036.1	84	gene-SYNPCC7002_RS00095	protein_coding	SYNPCC7002_RS00095	SYNPCC7002_RS00095	hypothetical protein
SYNPCC7002_A1349	ACA99345.1	25	gene-SYNPCC7002_RS06745	protein_coding	SYNPCC7002_RS06745	SYNPCC7002_RS06745	B12-binding domain-containing radical SAM protein
SYNPCC7002_A1124	ACA99124.1	15	gene-SYNPCC7002_RS05610	protein_coding	SYNPCC7002_RS05610	SYNPCC7002_RS05610	PrsW family glutamic-type intramembrane protease
SYNPCC7002_A1121	ACA99121.1	386	gene-SYNPCC7002_RS05595	protein_coding	SYNPCC7002_RS05595	SYNPCC7002_RS05595	BLUF domain-containing protein
SYNPCC7002_A2452	ACB00430.1	25	gene-SYNPCC7002_RS12160	protein_coding	SYNPCC7002_RS12160	SYNPCC7002_RS12160	TIGR03960 family B12-binding radical SAM protein
SYNPCC7002_A1347	psbY	3	gene-SYNPCC7002_RS06735	protein_coding	SYNPCC7002_RS06735	SYNPCC7002_RS06735	photosystem II protein Y
SYNPCC7002_A2453	ACB00431.1	103	gene-SYNPCC7002_RS12165	protein_coding	SYNPCC7002_RS12165	SYNPCC7002_RS12165	STAS domain-containing protein
SYNPCC7002_A2678	ACB00654.1	239	gene-SYNPCC7002_RS13260	protein_coding	SYNPCC7002_RS13260	SYNPCC7002_RS13260	hypothetical protein
SYNPCC7002_A1122	ACA99122.1	3	gene-SYNPCC7002_RS05600	protein_coding	SYNPCC7002_RS05600	SYNPCC7002_RS05600	Tab2/Atab2 family RNA-binding protein
SYNPCC7002_A0498	ACA98505.1	75	gene-SYNPCC7002_RS02465	protein_coding	SYNPCC7002_RS02465	SYNPCC7002_RS02465	RibD family protein
SYNPCC7002_A0271	ACA98281.1	74	gene-SYNPCC7002_RS01340	protein_coding	SYNPCC7002_RS01340	SYNPCC7002_RS01340	TIGR00300 family protein
SYNPCC7002_A2679	ACB00655.1	239	gene-SYNPCC7002_RS13265	protein_coding	SYNPCC7002_RS13265	SYNPCC7002_RS13265	hypothetical protein
SYNPCC7002_A1348	trpC	26	gene-SYNPCC7002_RS06740	protein_coding	trpC	SYNPCC7002_RS06740	indole-3-glycerol phosphate synthase TrpC
SYNPCC7002_A1120	ACA99120.1	386	gene-SYNPCC7002_RS05590	protein_coding	SYNPCC7002_RS05590	SYNPCC7002_RS05590	class I SAM-dependent methyltransferase
SYNPCC7002_A2676	ACB00652.1	25	gene-SYNPCC7002_RS13250	protein_coding	SYNPCC7002_RS13250	SYNPCC7002_RS13250	response regulator
SYNPCC7002_A0273	mgtE	385	gene-SYNPCC7002_RS01350	protein_coding	mgtE	SYNPCC7002_RS01350	magnesium transporter
SYNPCC7002_A0017	ACA98035.1	84	gene-SYNPCC7002_RS00090	protein_coding	SYNPCC7002_RS00090	SYNPCC7002_RS00090	hypothetical protein
SYNPCC7002_A0272	ACA98282.1	1	gene-SYNPCC7002_RS01345	protein_coding	SYNPCC7002_RS01345	SYNPCC7002_RS01345	RNA-binding protein
SYNPCC7002_A2449	ACB00427.1	11	gene-SYNPCC7002_RS12145	protein_coding	SYNPCC7002_RS12145	SYNPCC7002_RS12145	glycosyltransferase
SYNPCC7002_A0268	menB	178	gene-SYNPCC7002_RS01325	protein_coding	menB	SYNPCC7002_RS01325	1,4-dihydroxy-2-naphthoyl-CoA synthase
SYNPCC7002_A0011	ACA98029.1	135	gene-SYNPCC7002_RS00060	protein_coding	SYNPCC7002_RS00060	SYNPCC7002_RS00060	Uma2 family endonuclease
SYNPCC7002_A1116	ACA99116.1	21	gene-SYNPCC7002_RS05570	protein_coding	SYNPCC7002_RS05570	SYNPCC7002_RS05570	Uma2 family endonuclease
SYNPCC7002_A0495	ACA98502.1	238	gene-SYNPCC7002_RS02450	protein_coding	SYNPCC7002_RS02450	SYNPCC7002_RS02450	DUF4870 domain-containing protein
SYNPCC7002_A2447	ACB00425.1	79	gene-SYNPCC7002_RS12135	protein_coding	SYNPCC7002_RS12135	SYNPCC7002_RS12135	hypothetical protein
SYNPCC7002_A2674	ACB00650.1	25	gene-SYNPCC7002_RS13240	protein_coding	SYNPCC7002_RS13240	SYNPCC7002_RS13240	4-vinyl reductase
SYNPCC7002_A0010	fbaB	10	gene-SYNPCC7002_RS00055	protein_coding	SYNPCC7002_RS00055	SYNPCC7002_RS00055	class I fructose-bisphosphate aldolase
SYNPCC7002_A1598	ACA99588.1	80	gene-SYNPCC7002_RS08005	protein_coding	SYNPCC7002_RS08005	SYNPCC7002_RS08005	hypothetical protein
SYNPCC7002_A0494	ACA98501.1	238	gene-SYNPCC7002_RS02445	protein_coding	SYNPCC7002_RS02445	SYNPCC7002_RS02445	TM2 domain-containing protein
SYNPCC7002_A1114	ACA99114.1	384	gene-SYNPCC7002_RS05560	protein_coding	SYNPCC7002_RS05560	SYNPCC7002_RS05560	hypothetical protein
SYNPCC7002_A2445	ACB00423.1	1	gene-SYNPCC7002_RS12125	protein_coding	SYNPCC7002_RS12125	SYNPCC7002_RS12125	alkene reductase
SYNPCC7002_A1344	sat	30	gene-SYNPCC7002_RS06720	protein_coding	sat	SYNPCC7002_RS06720	sulfate adenylyltransferase
SYNPCC7002_A2446	ACB00424.1	109	gene-SYNPCC7002_RS12130	protein_coding	SYNPCC7002_RS12130	SYNPCC7002_RS12130	ATP-binding protein
SYNPCC7002_A1341	ACA99337.1	136	gene-SYNPCC7002_RS06705	protein_coding	SYNPCC7002_RS06705	SYNPCC7002_RS06705	DUF4335 domain-containing protein
SYNPCC7002_A2672	ACB00648.1	25	gene-SYNPCC7002_RS13230	protein_coding	SYNPCC7002_RS13230	SYNPCC7002_RS13230	hypothetical protein
SYNPCC7002_A1115	ACA99115.1	384	gene-SYNPCC7002_RS05565	protein_coding	SYNPCC7002_RS05565	SYNPCC7002_RS05565	DUF2513 domain-containing protein
SYNPCC7002_A0013	ACA98031.1	135	gene-SYNPCC7002_RS00070	protein_coding	SYNPCC7002_RS00070	SYNPCC7002_RS00070	hypothetical protein
SYNPCC7002_A0269	psbO	3	gene-SYNPCC7002_RS01330	protein_coding	SYNPCC7002_RS01330	SYNPCC7002_RS01330	photosystem II manganese-stabilizing polypeptide
SYNPCC7002_A0497	ACA98504.1	75	gene-SYNPCC7002_RS02460	protein_coding	SYNPCC7002_RS02460	SYNPCC7002_RS02460	ATP-binding cassette domain-containing protein
SYNPCC7002_A0264	ACA98274.1	383	gene-SYNPCC7002_RS01310	protein_coding	SYNPCC7002_RS01310	SYNPCC7002_RS01310	SAM-dependent chlorinase/fluorinase
SYNPCC7002_A2673	ACB00649.1	25	gene-SYNPCC7002_RS13235	protein_coding	SYNPCC7002_RS13235	SYNPCC7002_RS13235	hypothetical protein
SYNPCC7002_A0012	ACA98030.1	135	gene-SYNPCC7002_RS16035	protein_coding	SYNPCC7002_RS16035	SYNPCC7002_RS16035	NUDIX hydrolase
SYNPCC7002_A1596	ACA99587.1	27	gene-SYNPCC7002_RS07995	protein_coding	SYNPCC7002_RS07995	SYNPCC7002_RS07995	GNAT family N-acetyltransferase
SYNPCC7002_A0496	ACA98503.1	2	gene-SYNPCC7002_RS02455	protein_coding	SYNPCC7002_RS02455	SYNPCC7002_RS02455	response regulator transcription factor
SYNPCC7002_A2443	accA	1	gene-SYNPCC7002_RS12115	protein_coding	accA	SYNPCC7002_RS12115	acetyl-CoA carboxylase carboxyl transferase subunit alpha
SYNPCC7002_A0263	lrtA	1	gene-SYNPCC7002_RS01305	protein_coding	raiA	SYNPCC7002_RS01305	ribosome-associated translation inhibitor RaiA
SYNPCC7002_A2670	ACB00646.1	1	gene-SYNPCC7002_RS13220	protein_coding	SYNPCC7002_RS13220	SYNPCC7002_RS13220	alpha/beta hydrolase
SYNPCC7002_A2444	folE	56	gene-SYNPCC7002_RS12120	protein_coding	folE	SYNPCC7002_RS12120	GTP cyclohydrolase I FolE
SYNPCC7002_A0490	rplU	1	gene-SYNPCC7002_RS02425	protein_coding	rplU	SYNPCC7002_RS02425	50S ribosomal protein L21
SYNPCC7002_A1113	ubiD	90	gene-SYNPCC7002_RS05555	protein_coding	SYNPCC7002_RS05555	SYNPCC7002_RS05555	UbiD family decarboxylase
SYNPCC7002_A2671	ACB00647.1	25	gene-SYNPCC7002_RS13225	protein_coding	SYNPCC7002_RS13225	SYNPCC7002_RS13225	hypothetical protein
SYNPCC7002_A1594	ACA99585.1	1	gene-SYNPCC7002_RS07985	protein_coding	SYNPCC7002_RS07985	SYNPCC7002_RS07985	alpha/beta hydrolase
SYNPCC7002_A1340	ACA99336.1	237	gene-SYNPCC7002_RS06700	protein_coding	SYNPCC7002_RS06700	SYNPCC7002_RS06700	DUF3038 domain-containing protein
SYNPCC7002_A1110	ACA99110.1	2	gene-SYNPCC7002_RS05535	protein_coding	SYNPCC7002_RS05535	SYNPCC7002_RS05535	response regulator
SYNPCC7002_A0493	pheS	19	gene-SYNPCC7002_RS02440	protein_coding	pheS	SYNPCC7002_RS02440	phenylalanine--tRNA ligase subunit alpha
SYNPCC7002_A2441	ACB00419.1	194	gene-SYNPCC7002_RS12105	protein_coding	SYNPCC7002_RS12105	SYNPCC7002_RS12105	TetR/AcrR family transcriptional regulator
SYNPCC7002_A0492	surE	134	gene-SYNPCC7002_RS02435	protein_coding	surE	SYNPCC7002_RS02435	5'/3'-nucleotidase SurE
SYNPCC7002_A0266	ACA98276.1	4	gene-SYNPCC7002_RS01315	protein_coding	SYNPCC7002_RS01315	SYNPCC7002_RS01315	GuaB3 family IMP dehydrogenase-related protein
SYNPCC7002_A0007	purN	83	gene-SYNPCC7002_RS00040	protein_coding	purN	SYNPCC7002_RS00040	phosphoribosylglycinamide formyltransferase
SYNPCC7002_A2669	ACB00645.1	2	gene-SYNPCC7002_RS13215	protein_coding	SYNPCC7002_RS13215	SYNPCC7002_RS13215	GAF domain-containing protein
SYNPCC7002_A1595	ACA99586.1	15	gene-SYNPCC7002_RS07990	protein_coding	SYNPCC7002_RS07990	SYNPCC7002_RS07990	hypothetical protein
SYNPCC7002_A1339	ACA99335.1	80	gene-SYNPCC7002_RS06695	protein_coding	SYNPCC7002_RS06695	SYNPCC7002_RS06695	DUF2288 domain-containing protein
SYNPCC7002_A1111	ACA99111.1	2	gene-SYNPCC7002_RS16095	protein_coding	SYNPCC7002_RS16095	SYNPCC7002_RS16095	ATP-binding protein
SYNPCC7002_A0004	ACA98022.1	236	gene-SYNPCC7002_RS00025	protein_coding	nrtS2	SYNPCC7002_RS00025	nitrate/nitrite transporter NrtS2
SYNPCC7002_A0265	ACA98275.1	383	gene-SYNPCC7002_RS16925	protein_coding	SYNPCC7002_RS16925	SYNPCC7002_RS16925	hypothetical protein
SYNPCC7002_A0488	hisIE	24	gene-SYNPCC7002_RS02415	protein_coding	hisIE	SYNPCC7002_RS02415	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE
SYNPCC7002_A0260	uppP	381	gene-SYNPCC7002_RS01290	protein_coding	SYNPCC7002_RS01290	SYNPCC7002_RS01290	undecaprenyl-diphosphate phosphatase
SYNPCC7002_A2668	phrA	52	gene-SYNPCC7002_RS13210	protein_coding	SYNPCC7002_RS13210	SYNPCC7002_RS13210	DASH family cryptochrome
SYNPCC7002_A2440	ACB00418.1	194	gene-SYNPCC7002_RS16195	protein_coding	SYNPCC7002_RS16195	SYNPCC7002_RS16195	hypothetical protein
SYNPCC7002_A1334	ACA99331.1	1	gene-SYNPCC7002_RS06670	protein_coding	SYNPCC7002_RS06670	SYNPCC7002_RS06670	ABC transporter permease
SYNPCC7002_A1593	ACA99584.1	23	gene-SYNPCC7002_RS07980	protein_coding	SYNPCC7002_RS07980	SYNPCC7002_RS07980	hypothetical protein
SYNPCC7002_A1591	ACA99582.1	106	gene-SYNPCC7002_RS17225	protein_coding	SYNPCC7002_RS17225	SYNPCC7002_RS17225	membrane protein
SYNPCC7002_A0261	ACA98271.1	35	gene-SYNPCC7002_RS01295	protein_coding	SYNPCC7002_RS01295	SYNPCC7002_RS01295	DUF3120 domain-containing protein
SYNPCC7002_A0005	ACA98023.1	236	gene-SYNPCC7002_RS00030	protein_coding	nrtS1	SYNPCC7002_RS00030	nitrate/nitrite transporter NrtS1
SYNPCC7002_A1109	speB	74	gene-SYNPCC7002_RS05530	protein_coding	speB	SYNPCC7002_RS05530	agmatinase
SYNPCC7002_A0489	rpmA	1	gene-SYNPCC7002_RS16375	protein_coding	rpmA	SYNPCC7002_RS16375	50S ribosomal protein L27
SYNPCC7002_A1107	ACA99107.1	1	gene-SYNPCC7002_RS05520	protein_coding	SYNPCC7002_RS05520	SYNPCC7002_RS05520	RNA methyltransferase
SYNPCC7002_A2438	glk	382	gene-SYNPCC7002_RS12090	protein_coding	SYNPCC7002_RS12090	SYNPCC7002_RS12090	ROK family protein
SYNPCC7002_A2663	bfr	82	gene-SYNPCC7002_RS13190	protein_coding	bfr	SYNPCC7002_RS13190	bacterioferritin
SYNPCC7002_A2439	ACB00417.1	194	gene-SYNPCC7002_RS17010	protein_coding	SYNPCC7002_RS17010	SYNPCC7002_RS17010	hypothetical protein
SYNPCC7002_A0483	ACA98491.1	234	gene-SYNPCC7002_RS02395	protein_coding	SYNPCC7002_RS02395	SYNPCC7002_RS02395	site-2 protease family protein
SYNPCC7002_A2664	bfr-2	82	gene-SYNPCC7002_RS13195	protein_coding	bfr	SYNPCC7002_RS13195	bacterioferritin
SYNPCC7002_A0257	ACA98267.1	46	gene-SYNPCC7002_RS01275	protein_coding	SYNPCC7002_RS01275	SYNPCC7002_RS01275	haloacid dehalogenase-like hydrolase
SYNPCC7002_A1333	ACA99330.1	53	gene-SYNPCC7002_RS06665	protein_coding	SYNPCC7002_RS06665	SYNPCC7002_RS06665	TMEM43 family protein
SYNPCC7002_A1589	psaC	3	gene-SYNPCC7002_RS16455	protein_coding	psaC	SYNPCC7002_RS16455	photosystem I iron-sulfur center protein PsaC
SYNPCC7002_A0002	ACA98020.1	133	gene-SYNPCC7002_RS00015	protein_coding	SYNPCC7002_RS00015	SYNPCC7002_RS00015	cobalamin-binding protein
SYNPCC7002_A2436	ACB00414.1	382	gene-SYNPCC7002_RS12080	protein_coding	SYNPCC7002_RS12080	SYNPCC7002_RS12080	GNAT family N-acetyltransferase
SYNPCC7002_A0486	rpaB	2	gene-SYNPCC7002_RS02410	protein_coding	SYNPCC7002_RS02410	SYNPCC7002_RS02410	response regulator
SYNPCC7002_A0256	ACA98266.1	11	gene-SYNPCC7002_RS01270	protein_coding	SYNPCC7002_RS01270	SYNPCC7002_RS01270	sugar transferase
SYNPCC7002_A2662	ACB00639.1	82	gene-SYNPCC7002_RS13185	protein_coding	SYNPCC7002_RS13185	SYNPCC7002_RS13185	(2Fe-2S)-binding protein
SYNPCC7002_A2437	ureB	96	gene-SYNPCC7002_RS12085	protein_coding	SYNPCC7002_RS12085	SYNPCC7002_RS12085	urease subunit beta
SYNPCC7002_A1331	ACA99328.1	1	gene-SYNPCC7002_RS06655	protein_coding	SYNPCC7002_RS06655	SYNPCC7002_RS06655	methyltransferase
SYNPCC7002_A1587	ACA99578.1	244	gene-SYNPCC7002_RS07955	protein_coding	SYNPCC7002_RS07955	SYNPCC7002_RS07955	universal stress protein
SYNPCC7002_A0480	ACA98488.1	235	gene-SYNPCC7002_RS02380	protein_coding	SYNPCC7002_RS02380	SYNPCC7002_RS02380	DUF2839 domain-containing protein
SYNPCC7002_A2434	ACB00412.1	125	gene-SYNPCC7002_RS12070	protein_coding	SYNPCC7002_RS12070	SYNPCC7002_RS12070	glycosyltransferase
SYNPCC7002_A0259	ACA98269.1	381	gene-SYNPCC7002_RS01285	protein_coding	SYNPCC7002_RS01285	SYNPCC7002_RS01285	TIGR03279 family radical SAM protein
SYNPCC7002_A0482	ACA98490.1	234	gene-SYNPCC7002_RS02390	protein_coding	SYNPCC7002_RS02390	SYNPCC7002_RS02390	DUF1499 domain-containing protein
SYNPCC7002_A2435	csgG	125	gene-SYNPCC7002_RS12075	protein_coding	SYNPCC7002_RS12075	SYNPCC7002_RS12075	CsgG/HfaB family protein
SYNPCC7002_A0481	glgP	233	gene-SYNPCC7002_RS02385	protein_coding	SYNPCC7002_RS02385	SYNPCC7002_RS02385	glycogen/starch/alpha-glucan phosphorylase
SYNPCC7002_A1588	ACA99579.1	380	gene-SYNPCC7002_RS07960	protein_coding	SYNPCC7002_RS07960	SYNPCC7002_RS07960	hypothetical protein
SYNPCC7002_A1329	ACA99326.1	231	gene-SYNPCC7002_RS06645	protein_coding	SYNPCC7002_RS06645	SYNPCC7002_RS06645	hypothetical protein
SYNPCC7002_A1104	ACA99105.1	2	gene-SYNPCC7002_RS05505	protein_coding	SYNPCC7002_RS05505	SYNPCC7002_RS05505	Hpt domain-containing protein
SYNPCC7002_A1327	ACA99324.1	229	gene-SYNPCC7002_RS06635	protein_coding	SYNPCC7002_RS06635	SYNPCC7002_RS06635	nucleotidyl transferase AbiEii/AbiGii toxin family protein
SYNPCC7002_A1101	ACA99103.1	379	gene-SYNPCC7002_RS05490	protein_coding	SYNPCC7002_RS05490	SYNPCC7002_RS05490	serine/threonine protein phosphatase
SYNPCC7002_A2658	ACB00635.1	230	gene-SYNPCC7002_RS13170	protein_coding	SYNPCC7002_RS13170	SYNPCC7002_RS13170	Fe2+-dependent dioxygenase
SYNPCC7002_A2659	ACB00636.1	232	gene-SYNPCC7002_RS13175	protein_coding	SYNPCC7002_RS13175	SYNPCC7002_RS13175	hypothetical protein
SYNPCC7002_A0252	ACA98263.1	21	gene-SYNPCC7002_RS01250	protein_coding	SYNPCC7002_RS01250	SYNPCC7002_RS01250	Uma2 family endonuclease
SYNPCC7002_A1328	ACA99325.1	231	gene-SYNPCC7002_RS06640	protein_coding	SYNPCC7002_RS06640	SYNPCC7002_RS06640	ParA family protein
SYNPCC7002_A2433	ACB00411.1	11	gene-SYNPCC7002_RS12065	protein_coding	SYNPCC7002_RS12065	SYNPCC7002_RS12065	sugar transferase
