Geneid	Chr	Start	End	Strand	Length	15percent_7002-5_CO2-RNA-seq	15percent_7002-6_CO2-RNA-seq	15percent_7002-7_CO2-RNA-seq	15percent_7002-8_CO2-RNA-seq	1percent_7002-1_CO2-RNA-seq	1percent_7002-2_CO2-RNA-seq	1percent_7002-3_CO2-RNA-seq	1percent_7002-4_CO2-RNA-seq
gene-SYNPCC7002_RS10035	NC_010475.1	2089956	2090177	+	222	316	290	330	755	917	915	685	883
gene-SYNPCC7002_RS10040	NC_010475.1	2090174	2090986	-	813	3951	2837	3391	7036	10741	7375	5100	8510
gene-SYNPCC7002_RS10050	NC_010475.1	2091756	2092883	+	1128	27092	19931	21353	42017	80248	65847	48180	75183
gene-SYNPCC7002_RS10055	NC_010475.1	2093064	2095811	+	2748	1548	1327	1536	3402	3142	2379	1756	2642
gene-SYNPCC7002_RS10060	NC_010475.1	2095821	2096201	+	381	169	175	231	453	423	358	224	318
gene-SYNPCC7002_RS10065	NC_010475.1	2096322	2096954	+	633	1115	953	1159	2952	3119	2254	1677	3088
gene-SYNPCC7002_RS10070	NC_010475.1	2097150	2098541	-	1392	8369	7179	8179	15422	17961	14572	9829	16767
gene-SYNPCC7002_RS10075	NC_010475.1	2098548	2100323	-	1776	5898	4862	5888	11857	16091	11920	7741	14695
gene-SYNPCC7002_RS10080	NC_010475.1	2100328	2100723	-	396	1531	1298	1445	3270	4809	3518	2125	4250
gene-SYNPCC7002_RS10085	NC_010475.1	2100830	2102086	-	1257	825	762	991	2524	1285	1347	1102	1463
gene-SYNPCC7002_RS10090	NC_010475.1	2102401	2104155	+	1755	1009	1040	1286	2972	2062	1804	1275	1966
gene-SYNPCC7002_RS10095	NC_010475.1	2104136	2104975	+	840	535	543	639	1429	1828	1385	905	1565
gene-SYNPCC7002_RS10100	NC_010475.1	2105083	2106195	+	1113	1080	781	855	1695	2611	1922	1311	2039
gene-SYNPCC7002_RS10105	NC_010475.1	2106348	2106986	+	639	2670	2131	2203	5020	6120	4113	2912	4524
gene-SYNPCC7002_RS10110	NC_010475.1	2107001	2107909	+	909	999	862	910	1910	2630	1663	1297	1903
gene-SYNPCC7002_RS10115	NC_010475.1	2107992	2108375	+	384	1290	1536	1482	3207	3453	2471	1922	3028
gene-SYNPCC7002_RS10120	NC_010475.1	2108469	2109932	+	1464	6166	5475	6483	12626	26032	19417	12822	22484
gene-SYNPCC7002_RS16710	NC_010475.1	2110098	2110571	+	474	544	528	511	1226	2287	1550	989	1718
gene-SYNPCC7002_RS10130	NC_010475.1	2111125	2112312	-	1188	3400	2734	3249	6500	5672	3654	2782	4512
gene-SYNPCC7002_RS10135	NC_010475.1	2112358	2113551	-	1194	585	469	475	1282	1557	655	317	559
gene-SYNPCC7002_RS10140	NC_010475.1	2113630	2114538	-	909	5329	3972	4832	9821	16552	5335	4041	5944
gene-SYNPCC7002_RS10145	NC_010475.1	2114782	2115441	+	660	1399	1161	1428	2753	3476	2557	2088	3135
gene-SYNPCC7002_RS10150	NC_010475.1	2115441	2115827	+	387	904	625	839	1564	2196	1644	1215	1847
gene-SYNPCC7002_RS10155	NC_010475.1	2116097	2116786	+	690	2931	2507	2844	6392	6171	4343	3301	5286
gene-SYNPCC7002_RS10160	NC_010475.1	2116783	2117646	-	864	1346	1142	1382	2583	3363	2457	1776	2963
gene-SYNPCC7002_RS10165	NC_010475.1	2117646	2118626	-	981	1827	1557	1754	3651	5104	3744	2464	4867
gene-SYNPCC7002_RS10170	NC_010475.1	2118712	2120013	-	1302	4879	4329	4791	9519	15118	10901	7418	13405
gene-SYNPCC7002_RS10175	NC_010475.1	2120106	2121221	-	1116	3847	3335	3661	7833	14845	10973	7006	13419
gene-SYNPCC7002_RS10180	NC_010475.1	2121297	2121977	-	681	759	744	912	1903	2823	1956	1403	2725
gene-SYNPCC7002_RS10185	NC_010475.1	2122077	2123477	+	1401	3796	3010	3548	7244	8492	6624	4196	7998
gene-SYNPCC7002_RS17230	NC_010475.1	2123474	2123596	-	123	3	0	5	7	8	6	0	11
gene-SYNPCC7002_RS10190	NC_010475.1	2123587	2124246	+	660	813	635	666	1477	2016	1655	1016	2020
gene-SYNPCC7002_RS10195	NC_010475.1	2124345	2128340	-	3996	91679	75122	85957	163570	109096	100626	74614	118499
gene-SYNPCC7002_RS10200	NC_010475.1	2128434	2130344	-	1911	32498	26880	30991	62588	55961	42227	29169	49094
gene-SYNPCC7002_RS10205	NC_010475.1	2130457	2133768	-	3312	90253	70167	81848	159483	158015	120926	84878	144453
gene-SYNPCC7002_RS10210	NC_010475.1	2133977	2134756	-	780	28952	24089	27911	52802	53499	40728	30130	51275
gene-SYNPCC7002_RS10215	NC_010475.1	2134832	2135131	-	300	16460	13128	15855	27798	29063	21862	17861	25547
gene-SYNPCC7002_RS10220	NC_010475.1	2135371	2136684	+	1314	7680	6194	6900	15240	22525	17720	11334	20326
gene-SYNPCC7002_RS10225	NC_010475.1	2136673	2137098	-	426	573	429	521	1114	1422	1030	742	1253
gene-SYNPCC7002_RS10230	NC_010475.1	2137123	2137512	-	390	685	573	725	1622	2838	2015	1265	2262
gene-SYNPCC7002_RS10235	NC_010475.1	2137666	2138418	+	753	6269	5349	6173	12979	29674	18819	12724	24366
gene-SYNPCC7002_RS10240	NC_010475.1	2138508	2139059	+	552	7106	6026	6709	14653	22462	14776	9685	17892
gene-SYNPCC7002_RS10245	NC_010475.1	2139069	2139692	-	624	2067	1604	1652	3788	4159	3171	2192	3598
gene-SYNPCC7002_RS10250	NC_010475.1	2139745	2140326	-	582	1917	1563	1589	3813	4606	3107	2042	3380
gene-SYNPCC7002_RS10255	NC_010475.1	2140394	2141332	+	939	2427	1977	2370	4497	6563	4754	3311	5553
gene-SYNPCC7002_RS10260	NC_010475.1	2141329	2141769	-	441	395	386	445	819	843	505	359	651
gene-SYNPCC7002_RS10265	NC_010475.1	2141829	2143244	-	1416	1412	1391	1408	3013	3456	2339	1589	2536
gene-SYNPCC7002_RS10270	NC_010475.1	2143289	2143927	-	639	3450	2771	3186	7111	6987	5296	3990	6099
gene-SYNPCC7002_RS10275	NC_010475.1	2144081	2144398	-	318	16584	12897	16163	32262	19925	15852	12078	16084
gene-SYNPCC7002_RS10280	NC_010475.1	2144547	2145776	-	1230	240004	195852	221978	447785	271161	221353	165799	258042
gene-SYNPCC7002_RS10285	NC_010475.1	2145799	2147880	-	2082	116652	100026	107062	236098	151703	106561	80726	135287
gene-SYNPCC7002_RS10290	NC_010475.1	2148097	2148567	-	471	38541	32850	37962	75780	40549	31457	23760	38272
gene-SYNPCC7002_RS10300	NC_010475.1	2148793	2149167	-	375	39052	34773	38432	81408	52844	38549	27259	46099
gene-SYNPCC7002_RS10305	NC_010475.1	2149250	2149579	-	330	1264	1071	1108	2540	4121	2845	1824	3278
gene-SYNPCC7002_RS10310	NC_010475.1	2149613	2150008	-	396	1264	1230	1284	2695	4783	3172	2379	3767
gene-SYNPCC7002_RS10315	NC_010475.1	2150061	2150537	-	477	200	187	172	426	651	481	304	524
gene-SYNPCC7002_RS10320	NC_010475.1	2150534	2150839	-	306	303	265	243	535	885	514	365	684
gene-SYNPCC7002_RS10325	NC_010475.1	2151091	2152467	+	1377	21233	16747	20437	40178	53436	44513	30409	53502
gene-SYNPCC7002_RS10330	NC_010475.1	2152541	2153806	-	1266	2084	1629	1773	3625	5215	3815	2655	4468
gene-SYNPCC7002_RS10335	NC_010475.1	2153972	2154571	+	600	898	798	905	2337	1832	1892	1169	2458
gene-SYNPCC7002_RS10340	NC_010475.1	2154739	2155500	+	762	330	274	319	765	543	617	382	687
gene-SYNPCC7002_RS10345	NC_010475.1	2155466	2156401	-	936	2493	1963	2198	4427	6252	4810	2947	5344
gene-SYNPCC7002_RS10350	NC_010475.1	2156443	2156730	-	288	568	414	513	991	1449	875	772	1079
gene-SYNPCC7002_RS10355	NC_010475.1	2156731	2157024	-	294	1040	1012	956	2232	2717	1796	1320	2041
gene-SYNPCC7002_RS10360	NC_010475.1	2157303	2157374	+	72	2	2	2	4	8	4	0	4
gene-SYNPCC7002_RS10365	NC_010475.1	2157488	2158210	+	723	832	656	745	1721	1730	1110	774	1001
gene-SYNPCC7002_RS10370	NC_010475.1	2158249	2159166	-	918	815	588	729	1440	1770	1211	904	1640
gene-SYNPCC7002_RS10375	NC_010475.1	2159407	2161434	+	2028	3871	4053	4233	8853	9897	7613	5083	11761
gene-SYNPCC7002_RS10380	NC_010475.1	2161563	2161811	+	249	902	898	1005	2202	2702	1764	1530	2434
gene-SYNPCC7002_RS10385	NC_010475.1	2161894	2162274	+	381	1676	1514	1635	3855	4711	3060	2130	4053
gene-SYNPCC7002_RS10390	NC_010475.1	2162302	2163444	-	1143	2490	2026	2448	4754	5628	4430	2978	5188
gene-SYNPCC7002_RS10395	NC_010475.1	2163572	2164180	-	609	44575	38663	43560	100908	65524	47145	33625	61961
gene-SYNPCC7002_RS10400	NC_010475.1	2164494	2164578	+	85	39	52	74	109	67	52	40	78
gene-SYNPCC7002_RS10405	NC_010475.1	2164735	2164986	-	252	608	632	619	1643	2429	1565	1087	1759
gene-SYNPCC7002_RS10410	NC_010475.1	2165091	2165411	-	321	1293	1139	1666	2942	3054	2922	1833	2481
gene-SYNPCC7002_RS10415	NC_010475.1	2165656	2166357	+	702	103	110	99	197	320	237	174	279
gene-SYNPCC7002_RS10420	NC_010475.1	2166449	2166519	+	71	2	4	2	10	4	0	0	2
gene-SYNPCC7002_RS10425	NC_010475.1	2166627	2167586	-	960	3245	2728	2897	6294	6747	4851	3574	5753
gene-SYNPCC7002_RS10430	NC_010475.1	2167705	2168805	-	1101	3154	2752	3051	6532	4715	3220	2474	3260
gene-SYNPCC7002_RS10435	NC_010475.1	2168871	2169554	-	684	675	431	533	1192	1251	891	602	976
gene-SYNPCC7002_RS10440	NC_010475.1	2169566	2170537	-	972	7486	6487	7290	15296	15958	11375	7771	14104
gene-SYNPCC7002_RS10445	NC_010475.1	2170553	2170768	-	216	2446	2383	2469	5556	6162	4348	2778	5283
gene-SYNPCC7002_RS10450	NC_010475.1	2170813	2171412	-	600	4555	3959	4453	9362	8559	6127	4219	7455
gene-SYNPCC7002_RS10455	NC_010475.1	2171726	2172757	+	1032	1622	1283	1309	3289	4796	3916	2837	4038
gene-SYNPCC7002_RS10460	NC_010475.1	2172754	2173794	-	1041	1707	1448	1670	3420	3207	2368	1715	2632
gene-SYNPCC7002_RS10465	NC_010475.1	2173851	2174747	-	897	808	727	739	1693	1969	1215	818	1378
gene-SYNPCC7002_RS10470	NC_010475.1	2174749	2175699	-	951	2748	2260	2351	4754	5738	3714	2672	4333
gene-SYNPCC7002_RS10475	NC_010475.1	2175838	2177133	+	1296	2076	1820	1979	4178	4930	3489	2464	4190
gene-SYNPCC7002_RS10480	NC_010475.1	2177971	2178225	+	255	547	418	424	869	2028	1106	844	1312
gene-SYNPCC7002_RS10485	NC_010475.1	2178384	2179442	+	1059	6418	4864	5449	11437	18270	11709	8119	13905
gene-SYNPCC7002_RS10490	NC_010475.1	2179439	2181688	-	2250	978	747	898	1829	2974	2323	1495	2516
gene-SYNPCC7002_RS16175	NC_010475.1	2182087	2183214	+	1128	5363	3764	3637	7486	31557	19527	14080	22376
gene-SYNPCC7002_RS10500	NC_010475.1	2183252	2184235	+	984	2566	2014	1971	4393	10482	6850	5344	7427
gene-SYNPCC7002_RS10505	NC_010475.1	2184454	2185569	-	1116	14881	13334	13921	33818	28591	22354	14801	27913
gene-SYNPCC7002_RS10510	NC_010475.1	2185881	2188820	+	2940	2428	2372	2560	5342	2874	4119	2671	5369
gene-SYNPCC7002_RS16180	NC_010475.1	2188827	2189324	-	498	611	512	569	1140	13812	12310	7686	13601
gene-SYNPCC7002_RS10520	NC_010475.1	2189412	2189834	-	423	638	629	636	1445	13301	12370	7681	13441
gene-SYNPCC7002_RS10525	NC_010475.1	2189831	2190430	-	600	1149	1046	1005	2644	33165	30257	18038	34751
gene-SYNPCC7002_RS10530	NC_010475.1	2190578	2190649	+	72	8	0	4	2	16	2	8	0
gene-SYNPCC7002_RS10535	NC_010475.1	2190845	2193238	+	2394	7803	7408	8074	16626	26681	18697	12320	23351
gene-SYNPCC7002_RS10540	NC_010475.1	2193241	2193327	-	87	113	135	137	248	269	193	132	193
gene-SYNPCC7002_RS10545	NC_010475.1	2193624	2195669	-	2046	1334	1335	1431	3431	3305	3413	2447	4370
gene-SYNPCC7002_RS10550	NC_010475.1	2196282	2198972	+	2691	4837	4558	5021	9173	9687	11863	8788	15224
gene-SYNPCC7002_RS10555	NC_010475.1	2199058	2200140	-	1083	203	151	191	424	617	557	482	747
gene-SYNPCC7002_RS10560	NC_010475.1	2200681	2202984	+	2304	1486	1546	1746	3450	3498	4024	3077	5652
gene-SYNPCC7002_RS10565	NC_010475.1	2203037	2203369	+	333	399	403	420	967	1135	1044	757	1311
gene-SYNPCC7002_RS10570	NC_010475.1	2203904	2205076	+	1173	3843	3136	3841	7890	9462	7667	5015	8708
gene-SYNPCC7002_RS10575	NC_010475.1	2205091	2205768	+	678	965	800	998	2284	2914	2418	1444	2652
gene-SYNPCC7002_RS10580	NC_010475.1	2205964	2207292	+	1329	57	63	88	119	164	135	82	173
gene-SYNPCC7002_RS10585	NC_010475.1	2207331	2208188	-	858	697	554	566	1380	829	687	463	822
gene-SYNPCC7002_RS10595	NC_010475.1	2208456	2209928	+	1473	4505	3455	3900	7699	19823	15027	9930	16028
gene-SYNPCC7002_RS10600	NC_010475.1	2210080	2210361	+	282	755	669	761	1829	3176	2596	1726	2669
gene-SYNPCC7002_RS10605	NC_010475.1	2210473	2211819	+	1347	6699	5217	5895	11627	14683	9672	7450	11147
gene-SYNPCC7002_RS10610	NC_010475.1	2211885	2212370	-	486	577	470	535	1126	957	767	553	875
gene-SYNPCC7002_RS10615	NC_010475.1	2212626	2212913	+	288	932	944	999	2173	3099	2079	1411	2515
gene-SYNPCC7002_RS10620	NC_010475.1	2213010	2213489	+	480	899	888	878	2185	3286	2044	1234	2572
gene-SYNPCC7002_RS10625	NC_010475.1	2213566	2214861	+	1296	8902	8266	8730	18913	15441	9781	6860	13158
gene-SYNPCC7002_RS10630	NC_010475.1	2215012	2217765	+	2754	698	675	816	1643	1698	1236	941	1594
gene-SYNPCC7002_RS10635	NC_010475.1	2217789	2218172	+	384	180	172	168	387	442	292	307	349
gene-SYNPCC7002_RS16715	NC_010475.1	2218169	2218315	+	147	53	49	60	116	142	97	77	138
gene-SYNPCC7002_RS10640	NC_010475.1	2218316	2218900	-	585	493	470	549	989	1679	1132	924	1365
gene-SYNPCC7002_RS10645	NC_010475.1	2218942	2219523	-	582	1220	1008	1152	2180	2962	2321	1927	2863
gene-SYNPCC7002_RS10650	NC_010475.1	2219604	2219692	+	89	130	148	179	253	350	136	162	213
gene-SYNPCC7002_RS10655	NC_010475.1	2219908	2222472	+	2565	2713	3036	3603	7046	2568	4482	3220	5993
gene-SYNPCC7002_RS10660	NC_010475.1	2222653	2223138	+	486	42778	39269	41630	97810	69512	60736	41878	83563
gene-SYNPCC7002_RS10665	NC_010475.1	2223281	2224609	-	1329	26	15	30	35	62	53	32	82
gene-SYNPCC7002_RS10670	NC_010475.1	2224913	2225458	+	546	275	308	289	654	735	590	370	665
gene-SYNPCC7002_RS10675	NC_010475.1	2225552	2226103	-	552	6146	4755	5608	10196	17843	13810	10331	14661
gene-SYNPCC7002_RS10680	NC_010475.1	2226210	2227052	-	843	2186	1791	1944	4330	6531	4717	3303	5843
gene-SYNPCC7002_RS10685	NC_010475.1	2227122	2227907	-	786	2667	1858	2189	4508	8217	5817	3676	6557
gene-SYNPCC7002_RS10690	NC_010475.1	2228043	2228978	+	936	1041	997	1077	2167	2513	1720	1015	1842
gene-SYNPCC7002_RS10695	NC_010475.1	2228975	2230069	-	1095	6020	4965	5559	11427	12554	9041	5761	9829
gene-SYNPCC7002_RS10700	NC_010475.1	2230267	2231295	+	1029	2508	1957	2228	4696	3749	3011	2172	3501
gene-SYNPCC7002_RS10705	NC_010475.1	2231296	2232159	-	864	1356	1053	1249	2403	4137	3084	2119	3765
gene-SYNPCC7002_RS10710	NC_010475.1	2232291	2233142	+	852	20343	19356	20714	41139	25368	22917	16013	31831
gene-SYNPCC7002_RS10715	NC_010475.1	2233236	2233340	-	105	1827	2263	2050	4131	5297	2580	2198	2696
gene-SYNPCC7002_RS10720	NC_010475.1	2233473	2233769	-	297	2378	1979	2222	5364	12348	4028	2691	4289
gene-SYNPCC7002_RS10725	NC_010475.1	2233942	2235912	+	1971	5234	4622	5098	11173	10327	7139	5076	8331
gene-SYNPCC7002_RS10730	NC_010475.1	2235952	2236692	+	741	2005	1775	2048	4027	4442	3025	1997	3673
gene-SYNPCC7002_RS10735	NC_010475.1	2236698	2237753	+	1056	1380	1162	1526	2784	3740	2473	1647	2800
gene-SYNPCC7002_RS10740	NC_010475.1	2237829	2238029	+	201	328	243	261	609	1160	774	540	829
gene-SYNPCC7002_RS10745	NC_010475.1	2238109	2238681	+	573	878	825	955	1828	2895	2118	1482	2437
gene-SYNPCC7002_RS10750	NC_010475.1	2238843	2239667	+	825	1553	1391	1562	3019	3185	2664	1923	2931
gene-SYNPCC7002_RS10755	NC_010475.1	2239775	2242033	+	2259	8683	7551	8274	17112	21797	15468	10249	17652
gene-SYNPCC7002_RS10760	NC_010475.1	2242132	2243079	+	948	3234	2829	3101	6339	8599	6016	4241	7020
gene-SYNPCC7002_RS10765	NC_010475.1	2243089	2244000	+	912	281	262	250	520	804	565	363	642
gene-SYNPCC7002_RS10770	NC_010475.1	2243989	2244855	-	867	732	691	735	1502	1336	1109	754	1448
gene-SYNPCC7002_RS10775	NC_010475.1	2245055	2246137	+	1083	942	729	992	2006	1212	762	638	943
gene-SYNPCC7002_RS10780	NC_010475.1	2246407	2247006	+	600	192	177	236	415	360	315	203	326
gene-SYNPCC7002_RS10785	NC_010475.1	2247030	2247518	+	489	264	262	249	571	790	618	438	715
gene-SYNPCC7002_RS10790	NC_010475.1	2247808	2248635	+	828	1392	1336	1607	3428	2726	2962	2299	3239
gene-SYNPCC7002_RS10795	NC_010475.1	2248889	2249707	+	819	242	220	260	587	527	333	281	490
gene-SYNPCC7002_RS10800	NC_010475.1	2249820	2250068	+	249	265	136	161	398	192	147	138	187
gene-SYNPCC7002_RS10805	NC_010475.1	2250218	2252947	+	2730	23780	15632	18372	32435	13144	11031	10508	15034
gene-SYNPCC7002_RS10810	NC_010475.1	2252954	2253613	+	660	3995	2745	3179	6044	2150	1567	1493	2323
gene-SYNPCC7002_RS10815	NC_010475.1	2253674	2255215	+	1542	2434	1596	1843	3822	1147	931	945	1229
gene-SYNPCC7002_RS10820	NC_010475.1	2255212	2260083	+	4872	2471	1855	2106	4146	2123	1612	1290	1881
gene-SYNPCC7002_RS10825	NC_010475.1	2260239	2266340	+	6102	5378	4259	4562	9289	8474	5616	4054	6554
gene-SYNPCC7002_RS10830	NC_010475.1	2266407	2266937	-	531	3872	3298	3452	6608	5294	4103	3414	4912
gene-SYNPCC7002_RS16990	NC_010475.1	2267251	2267823	-	573	98730	84937	99924	190520	156433	111667	83106	137842
gene-SYNPCC7002_RS10840	NC_010475.1	2268434	2271106	+	2673	22955	18988	21277	42119	40262	30082	22898	34494
gene-SYNPCC7002_RS10845	NC_010475.1	2271127	2271909	-	783	646	528	543	1129	1121	830	708	954
gene-SYNPCC7002_RS10850	NC_010475.1	2272009	2272359	-	351	29224	25698	29615	63802	45051	34575	24898	41313
gene-SYNPCC7002_RS10855	NC_010475.1	2272438	2272641	-	204	10697	9460	11670	24436	18015	13447	10548	16384
gene-SYNPCC7002_RS10860	NC_010475.1	2272956	2273678	+	723	2863	2237	2623	5835	9707	3808	2466	4294
gene-SYNPCC7002_RS10865	NC_010475.1	2273683	2274132	+	450	955	661	796	1331	2459	1029	720	1104
gene-SYNPCC7002_RS10870	NC_010475.1	2274202	2274900	+	699	2177	1674	1924	3979	5845	3416	2359	3849
gene-SYNPCC7002_RS10875	NC_010475.1	2274910	2275914	+	1005	2279	1917	2262	4419	6219	4327	2830	5017
gene-SYNPCC7002_RS10880	NC_010475.1	2275981	2277156	-	1176	8732	7269	8102	16999	23339	11480	7653	12353
gene-SYNPCC7002_RS10885	NC_010475.1	2277342	2278547	-	1206	5745	4694	5328	10855	11294	9545	6910	11525
gene-SYNPCC7002_RS10890	NC_010475.1	2278818	2280410	+	1593	3024	2217	2546	4955	6143	4211	2859	4963
gene-SYNPCC7002_RS10895	NC_010475.1	2280407	2281393	-	987	4424	4627	4842	11108	2159	6902	4509	8007
gene-SYNPCC7002_RS16995	NC_010475.1	2281443	2281619	-	177	1836	2200	2241	4591	790	3110	2246	4037
gene-SYNPCC7002_RS10900	NC_010475.1	2281825	2282145	+	321	2489	2445	2620	5608	7361	4294	3428	5239
gene-SYNPCC7002_RS10905	NC_010475.1	2282213	2282749	+	537	3122	2715	2893	6512	7651	5417	3791	6621
gene-SYNPCC7002_RS10910	NC_010475.1	2282843	2283988	+	1146	4513	3837	4285	9015	11105	7993	5450	9986
gene-SYNPCC7002_RS10915	NC_010475.1	2284053	2285315	+	1263	5644	4874	5159	11692	20179	16368	9803	18374
gene-SYNPCC7002_RS10920	NC_010475.1	2285312	2286541	-	1230	2251	1908	1911	3737	2827	2187	1659	2399
gene-SYNPCC7002_RS10925	NC_010475.1	2286950	2287783	+	834	51505	41336	45306	90403	118762	80941	59094	103939
gene-SYNPCC7002_RS10930	NC_010475.1	2288194	2289252	+	1059	73260	60879	64770	147888	206396	104957	61184	126808
gene-SYNPCC7002_RS10935	NC_010475.1	2289334	2290788	-	1455	2694	1977	2389	5302	8994	3662	2406	4020
gene-SYNPCC7002_RS10940	NC_010475.1	2290915	2292219	+	1305	17945	14567	17500	35671	30813	25672	19078	30407
gene-SYNPCC7002_RS10945	NC_010475.1	2292300	2292797	-	498	1912	1752	1837	3720	2739	2228	1751	2276
gene-SYNPCC7002_RS10950	NC_010475.1	2292920	2293954	+	1035	5370	4188	4941	10170	8168	6653	4938	7902
gene-SYNPCC7002_RS10955	NC_010475.1	2294076	2294678	+	603	1275	998	1204	2398	2077	1703	1262	1946
gene-SYNPCC7002_RS10960	NC_010475.1	2294700	2295962	-	1263	3279	2836	2971	6269	9728	7183	5353	8559
gene-SYNPCC7002_RS10965	NC_010475.1	2296092	2297390	-	1299	36474	28698	33498	69618	46198	41565	30203	48482
gene-SYNPCC7002_RS10970	NC_010475.1	2297617	2297859	+	243	410	357	403	892	1151	902	607	1041
gene-SYNPCC7002_RS10975	NC_010475.1	2298334	2299863	+	1530	231235	204386	259855	486605	135157	119868	95234	152523
gene-SYNPCC7002_RS10980	NC_010475.1	2300607	2301125	+	519	639600	569273	598638	1075160	896165	820512	623118	1132658
gene-SYNPCC7002_RS10985	NC_010475.1	2301231	2301719	+	489	600003	519179	545906	986980	808792	727720	553792	970488
gene-SYNPCC7002_RS10990	NC_010475.1	2301838	2302710	+	873	221681	201986	206340	394687	354691	319212	240658	437515
gene-SYNPCC7002_RS10995	NC_010475.1	2302889	2303131	+	243	22491	20072	23440	46781	36896	35020	27689	44102
gene-SYNPCC7002_RS11000	NC_010475.1	2303268	2304074	+	807	4479	3502	4107	8421	5096	6473	4716	7904
gene-SYNPCC7002_RS11005	NC_010475.1	2304128	2304745	+	618	1703	1376	1664	3366	2618	2705	1945	2957
gene-SYNPCC7002_RS11010	NC_010475.1	2304787	2305773	-	987	1242	976	1072	2418	2543	1876	1349	2418
gene-SYNPCC7002_RS11015	NC_010475.1	2306244	2307230	-	987	13028	11233	12824	27981	19089	16906	11661	20754
gene-SYNPCC7002_RS11020	NC_010475.1	2307304	2307792	-	489	1683	1389	1643	3629	2759	2720	1991	3233
gene-SYNPCC7002_RS11025	NC_010475.1	2307835	2308395	-	561	2004	1904	2062	4250	2790	3578	2458	4229
gene-SYNPCC7002_RS11030	NC_010475.1	2308445	2308786	-	342	2355	2253	2267	5057	3389	4058	2840	4720
gene-SYNPCC7002_RS17235	NC_010475.1	2308800	2308922	+	123	0	0	2	0	6	5	4	4
gene-SYNPCC7002_RS11035	NC_010475.1	2309369	2309566	+	198	1603	1459	1457	3368	6811	5279	3726	5295
gene-SYNPCC7002_RS11040	NC_010475.1	2309760	2310737	+	978	2154	1861	2003	4335	12492	11123	7129	11697
gene-SYNPCC7002_RS11045	NC_010475.1	2310813	2312507	+	1695	3527	3160	3411	6650	13728	11541	8270	12739
gene-SYNPCC7002_RS11050	NC_010475.1	2312583	2314253	+	1671	1556	1443	1458	2996	6332	4876	3302	5344
gene-SYNPCC7002_RS11055	NC_010475.1	2314285	2314357	+	73	4	12	2	8	10	8	7	3
gene-SYNPCC7002_RS11060	NC_010475.1	2314491	2314820	+	330	1073	1050	1002	2413	4151	2970	1744	3049
gene-SYNPCC7002_RS11065	NC_010475.1	2314836	2315567	-	732	5239	4748	5122	9382	4957	6634	5114	8468
gene-SYNPCC7002_RS11070	NC_010475.1	2315732	2315908	+	177	769	829	817	1676	2873	2202	1393	2230
gene-SYNPCC7002_RS11075	NC_010475.1	2315947	2316924	+	978	2389	2028	2193	4173	6534	4963	3648	5978
gene-SYNPCC7002_RS11080	NC_010475.1	2316908	2317705	+	798	593	531	476	1163	2117	1536	1183	1765
gene-SYNPCC7002_RS11085	NC_010475.1	2317735	2319276	+	1542	2347	2178	2393	5030	8695	6599	4384	6668
gene-SYNPCC7002_RS11090	NC_010475.1	2319434	2321011	+	1578	24437	19373	21960	44662	40333	27907	20091	34145
gene-SYNPCC7002_RS11095	NC_010475.1	2321071	2321313	+	243	5855	5292	5756	12748	13406	9170	6419	9664
gene-SYNPCC7002_RS11100	NC_010475.1	2321330	2322157	+	828	2249	1808	2158	3897	4058	2897	2245	3598
gene-SYNPCC7002_RS11105	NC_010475.1	2322257	2323300	+	1044	10477	8281	9761	15438	12990	11670	10524	14770
gene-SYNPCC7002_RS11110	NC_010475.1	2323471	2323542	-	72	0	2	2	6	8	2	2	4
gene-SYNPCC7002_RS16470	NC_010475.1	2323522	2324622	-	1101	971	800	879	1838	2770	1883	1279	1965
gene-SYNPCC7002_RS11115	NC_010475.1	2324807	2325763	+	957	2364	2108	2333	4712	6699	4717	3233	4998
gene-SYNPCC7002_RS17005	NC_010475.1	2325838	2326005	+	168	951	826	860	2018	3161	2024	1505	2055
gene-SYNPCC7002_RS11120	NC_010475.1	2326032	2326805	+	774	2072	1664	1638	3520	5216	3359	2303	3856
gene-SYNPCC7002_RS11125	NC_010475.1	2326809	2327582	-	774	3113	2361	2220	5590	7072	5974	4912	7457
gene-SYNPCC7002_RS11130	NC_010475.1	2327582	2327899	-	318	2952	2291	2338	5536	8712	7245	5088	8474
gene-SYNPCC7002_RS11135	NC_010475.1	2327974	2328414	+	441	1129	1193	1153	2355	2903	2043	1424	2340
gene-SYNPCC7002_RS11140	NC_010475.1	2328424	2329527	-	1104	2149	1685	1908	4432	4995	3854	2707	4455
gene-SYNPCC7002_RS11145	NC_010475.1	2330041	2330271	+	231	2094	1847	2078	4512	5351	4525	3146	4729
gene-SYNPCC7002_RS11150	NC_010475.1	2330287	2330907	+	621	3381	2846	3199	6717	8186	6305	4401	7455
gene-SYNPCC7002_RS11155	NC_010475.1	2330876	2331871	+	996	765	648	732	1456	1759	1296	915	1219
