Geneid	Chr	Start	End	Strand	Length	CO2-0-04percent_Lane1-S1_CO2-adaptation	CO2-0-04percent_Lane2-S2_CO2-adaptation	CO2-0-04percent_Lane2-S3_CO2-adaptation	CO2-0-04percent_Lane2-S4_CO2-adaptation	CO2-30percent_Lane1-S14_CO2-adaptation	CO2-30percent_Lane1-S16_CO2-adaptation	CO2-30percent_Lane2-S13_CO2-adaptation	CO2-30percent_Lane2-S15_CO2-adaptation	CO2-4percent_Lane1-S6_CO2-adaptation	CO2-4percent_Lane1-S7_CO2-adaptation	CO2-4percent_Lane2-S5_CO2-adaptation	CO2-4percent_Lane2-S8_CO2-adaptation	CO2-8percent_Lane1-S12_CO2-adaptation	CO2-8percent_Lane2-S10_CO2-adaptation	CO2-8percent_Lane2-S11_CO2-adaptation	CO2-8percent_Lane2-S9_CO2-adaptation
gene-SYNPCC7002_RS07545	NC_010475.1	1590214	1592109	+	1896	3367	2014	2236	2041	4808	4763	4194	3439	7091	9941	8454	11793	9215	5421	7613	6309
gene-SYNPCC7002_RS07550	NC_010475.1	1592148	1592897	+	750	1931	1379	1687	1348	2706	2370	2200	1702	3596	5444	4585	5798	4969	2680	4390	3915
gene-SYNPCC7002_RS07555	NC_010475.1	1592954	1593787	+	834	2295	1730	1820	1474	3176	3006	2775	2104	4042	6079	5745	7319	6220	3293	4979	4717
gene-SYNPCC7002_RS16125	NC_010475.1	1593831	1594703	+	873	1619	1061	1197	872	1832	1817	1639	1100	2657	4098	3830	5050	4204	2057	3253	3352
gene-SYNPCC7002_RS07565	NC_010475.1	1594734	1595777	+	1044	2305	1748	1954	1616	2645	2426	2196	1804	3918	6170	5253	6412	5594	2914	5128	4485
gene-SYNPCC7002_RS07570	NC_010475.1	1595794	1597038	+	1245	3256	2170	2333	2124	3729	3210	3056	2651	5912	8916	7305	8428	7763	4404	7134	5884
gene-SYNPCC7002_RS07575	NC_010475.1	1597143	1598054	+	912	2353	1876	2059	1750	3003	2439	2230	1881	4310	6772	5624	6470	5895	3205	5505	4613
gene-SYNPCC7002_RS16130	NC_010475.1	1598065	1599018	+	954	1399	1037	1209	942	2024	1616	1658	1274	3140	4682	3846	4347	4044	2485	3882	3326
gene-SYNPCC7002_RS07585	NC_010475.1	1599229	1599690	+	462	501	305	378	338	826	658	665	523	1108	1673	1177	1565	1309	951	1323	1021
gene-SYNPCC7002_RS07590	NC_010475.1	1599698	1600912	+	1215	982	570	663	621	1594	1304	1353	1200	2412	3423	2349	2797	2607	1763	2760	1935
gene-SYNPCC7002_RS07595	NC_010475.1	1600909	1602237	+	1329	2767	2076	2504	2217	4034	3147	3331	2841	5219	7303	5594	6756	6008	3790	5965	4247
gene-SYNPCC7002_RS07600	NC_010475.1	1602262	1603470	+	1209	1754	1396	1566	1385	3065	2480	2280	2064	3802	5872	4090	5073	4803	3082	4548	3562
gene-SYNPCC7002_RS07605	NC_010475.1	1603467	1604648	+	1182	1040	836	1038	922	1665	1268	1201	1132	2085	2927	2158	2780	2296	1693	2515	1918
gene-SYNPCC7002_RS17220	NC_010475.1	1604765	1604890	+	126	140	90	111	92	133	100	112	111	231	296	189	258	198	146	207	169
gene-SYNPCC7002_RS16445	NC_010475.1	1604975	1605394	+	420	78	58	76	61	140	128	149	155	243	362	227	376	256	187	302	246
gene-SYNPCC7002_RS07615	NC_010475.1	1605399	1605809	+	411	1161	1004	1229	1280	1997	1386	1532	1436	1416	2030	1322	1673	1266	1086	1565	1022
gene-SYNPCC7002_RS07620	NC_010475.1	1605908	1606486	+	579	786	594	695	711	1565	1258	1162	1245	1224	1762	1309	1707	1298	946	1336	1101
gene-SYNPCC7002_RS07625	NC_010475.1	1606449	1607513	-	1065	476	366	433	358	978	781	690	683	477	720	494	530	396	231	396	363
gene-SYNPCC7002_RS07630	NC_010475.1	1607667	1608125	+	459	1704	1258	1414	1263	2330	2133	1776	1398	1355	1660	1229	1675	1401	954	1197	1201
gene-SYNPCC7002_RS07635	NC_010475.1	1608115	1608990	+	876	1979	1613	1614	1665	3289	2604	2376	2211	2239	3108	2002	2889	2394	1640	2320	1658
gene-SYNPCC7002_RS07640	NC_010475.1	1609042	1609311	+	270	259	244	226	219	562	493	525	383	437	617	417	483	479	321	456	366
gene-SYNPCC7002_RS07645	NC_010475.1	1609584	1610597	+	1014	2510	2085	1656	1662	5765	4858	4417	4442	6236	8697	5917	6639	6202	4180	5945	4724
gene-SYNPCC7002_RS07650	NC_010475.1	1610630	1611430	+	801	653	566	424	467	1647	1337	1172	1080	1625	2147	1611	1881	1773	1121	1609	1395
gene-SYNPCC7002_RS07655	NC_010475.1	1611411	1611953	+	543	232	138	97	90	406	330	304	243	571	822	446	746	607	321	470	423
gene-SYNPCC7002_RS07660	NC_010475.1	1611926	1612756	-	831	12658	15014	14923	15139	15588	11774	11094	11081	4085	5756	4056	6967	3763	2969	3758	3007
gene-SYNPCC7002_RS07665	NC_010475.1	1613063	1613470	+	408	497	460	461	459	1027	881	810	790	1280	1670	1183	1323	1357	883	1316	1033
gene-SYNPCC7002_RS07670	NC_010475.1	1613467	1614030	-	564	1033	1016	998	1070	1212	973	925	801	481	657	430	582	522	318	454	386
gene-SYNPCC7002_RS07675	NC_010475.1	1614147	1615841	+	1695	299	228	211	233	694	587	543	461	879	1132	844	934	872	656	1029	700
gene-SYNPCC7002_RS07680	NC_010475.1	1615838	1617274	-	1437	1682	1397	1186	1333	3246	2696	2326	2291	2882	4006	2484	2812	2854	1884	2814	2108
gene-SYNPCC7002_RS07685	NC_010475.1	1617346	1618194	-	849	541	531	507	401	1468	1081	957	1040	627	840	570	740	662	365	626	416
gene-SYNPCC7002_RS07690	NC_010475.1	1618200	1619531	-	1332	6480	6416	7437	6870	13066	10138	8739	9040	7717	9568	6410	7606	7461	5114	6850	5441
gene-SYNPCC7002_RS07695	NC_010475.1	1619573	1620145	-	573	4514	3979	4258	3851	8405	6695	6086	5910	5446	6716	4901	6130	5722	3633	4939	4440
gene-SYNPCC7002_RS16675	NC_010475.1	1620242	1620427	-	186	258	266	223	292	514	403	455	374	341	596	296	356	361	237	433	330
gene-SYNPCC7002_RS07700	NC_010475.1	1620414	1621079	-	666	913	938	847	1018	1973	1441	1418	1363	1658	2116	1180	1380	1445	1034	1519	1053
gene-SYNPCC7002_RS07705	NC_010475.1	1621241	1622755	+	1515	2115	1829	1749	1743	2899	2459	2170	2161	1898	2390	1625	2316	1985	1323	1727	1428
gene-SYNPCC7002_RS07710	NC_010475.1	1622752	1625265	-	2514	1478	1179	898	929	1545	1418	1329	1165	1463	2212	1289	1727	1373	981	1331	995
gene-SYNPCC7002_RS07715	NC_010475.1	1625384	1625836	+	453	2604	2206	1913	2007	4424	3489	3204	3263	3426	4060	2790	3755	3256	2210	3101	2433
gene-SYNPCC7002_RS07720	NC_010475.1	1625859	1626527	+	669	852	730	569	597	1838	1422	1276	1320	1371	1914	1076	1448	1246	994	1309	938
gene-SYNPCC7002_RS07725	NC_010475.1	1626577	1626990	+	414	466	391	346	316	856	847	610	670	879	1075	727	856	869	522	784	800
gene-SYNPCC7002_RS07730	NC_010475.1	1627034	1627723	+	690	836	679	770	600	1236	1005	889	933	1011	1277	851	931	972	656	946	837
gene-SYNPCC7002_RS07735	NC_010475.1	1627809	1630082	-	2274	4137	3952	3745	3738	10072	7892	7318	6991	9822	13564	8770	9115	9651	6399	8960	7442
gene-SYNPCC7002_RS07740	NC_010475.1	1630780	1631436	+	657	1590	1338	1527	1503	4622	3225	2998	3117	3238	4975	3044	3750	3123	2272	3446	2296
gene-SYNPCC7002_RS07745	NC_010475.1	1631506	1632198	-	693	646	478	394	350	1229	1382	1057	837	1196	1761	1276	1704	1424	703	1017	1153
gene-SYNPCC7002_RS07750	NC_010475.1	1632256	1632510	-	255	685	581	465	503	1551	1166	1026	1003	1575	2262	1355	1433	1317	1080	1679	1130
gene-SYNPCC7002_RS07755	NC_010475.1	1632603	1633622	-	1020	1403	1161	1031	1198	2046	1563	1544	1494	2012	2663	1815	1892	1719	1324	1931	1383
gene-SYNPCC7002_RS07760	NC_010475.1	1633645	1634784	-	1140	594	538	596	617	973	707	687	688	961	1219	779	939	832	603	919	640
gene-SYNPCC7002_RS07765	NC_010475.1	1635102	1637906	+	2805	2819	2401	2131	2067	4609	4132	3657	3237	3932	5143	3522	4410	4159	2735	3637	3094
gene-SYNPCC7002_RS07770	NC_010475.1	1638052	1638900	-	849	391	265	191	185	950	846	721	658	990	1331	1081	1279	1211	794	1038	900
gene-SYNPCC7002_RS07775	NC_010475.1	1638912	1639157	-	246	228	183	111	123	671	531	612	471	853	1126	760	729	853	554	733	631
gene-SYNPCC7002_RS07780	NC_010475.1	1639309	1639908	+	600	192	151	65	114	505	407	330	296	383	460	369	511	465	256	307	272
gene-SYNPCC7002_RS07785	NC_010475.1	1639948	1640154	+	207	273	249	276	274	437	254	221	241	271	362	218	282	233	214	255	156
gene-SYNPCC7002_RS07790	NC_010475.1	1640168	1641196	+	1029	793	565	448	467	1292	1168	1044	870	1181	1405	1188	1269	1286	891	1043	878
gene-SYNPCC7002_RS07795	NC_010475.1	1641196	1641906	+	711	125	69	67	70	244	237	198	138	245	394	240	270	230	152	223	205
gene-SYNPCC7002_RS07800	NC_010475.1	1641960	1642664	+	705	1011	1082	1087	1162	1801	1187	1112	1086	1378	1834	972	1282	1299	968	1312	988
gene-SYNPCC7002_RS16980	NC_010475.1	1642722	1644158	+	1437	1747	1562	1521	1662	4041	3036	3025	2971	4111	4633	2782	3520	3227	2704	3497	2436
gene-SYNPCC7002_RS07810	NC_010475.1	1644196	1645059	+	864	489	355	331	325	1098	873	810	647	788	1106	665	839	862	459	652	640
gene-SYNPCC7002_RS07815	NC_010475.1	1645160	1646542	-	1383	211704	206548	143795	188103	191644	149377	143384	141076	248213	317034	201983	223947	242840	179588	244476	185707
gene-SYNPCC7002_RS07820	NC_010475.1	1646526	1647584	-	1059	88702	92549	64577	87302	83133	61233	60646	61086	110342	144076	88910	95755	103873	82549	113744	83004
gene-SYNPCC7002_RS07825	NC_010475.1	1647899	1648456	-	558	237	223	220	216	538	476	309	382	532	705	431	543	556	349	546	414
gene-SYNPCC7002_RS07830	NC_010475.1	1648493	1649368	-	876	1028	810	609	719	1768	1627	1303	1230	1718	2363	1606	1941	1679	1050	1478	1415
gene-SYNPCC7002_RS07835	NC_010475.1	1649365	1649766	-	402	634	518	531	647	973	715	641	681	945	1534	866	959	1044	643	998	771
gene-SYNPCC7002_RS16450	NC_010475.1	1649999	1650253	+	255	502	370	500	468	670	409	426	409	650	808	516	551	499	394	609	489
gene-SYNPCC7002_RS07840	NC_010475.1	1650250	1650597	+	348	441	376	414	453	720	416	450	400	540	727	529	615	571	374	448	475
gene-SYNPCC7002_RS07845	NC_010475.1	1650648	1650941	-	294	2457	2387	2464	2620	3806	2643	2604	2502	3118	4091	2880	3127	2954	2156	3166	2418
gene-SYNPCC7002_RS07850	NC_010475.1	1650994	1651515	-	522	3409	3191	3490	3172	4860	3800	3510	3200	3984	5515	3552	4301	3779	2740	3796	3028
gene-SYNPCC7002_RS07855	NC_010475.1	1651584	1652564	+	981	203	154	134	116	345	330	196	178	290	417	206	259	297	154	277	233
gene-SYNPCC7002_RS07860	NC_010475.1	1652685	1653167	+	483	729	794	955	974	1937	1238	1360	1320	1071	1390	789	995	868	747	1139	906
gene-SYNPCC7002_RS07865	NC_010475.1	1653303	1654172	-	870	4668	4155	4828	4315	7044	5586	4883	4851	3421	4146	3293	4713	3497	2489	3240	2827
gene-SYNPCC7002_RS07870	NC_010475.1	1654309	1654542	-	234	918	820	648	841	480	473	447	338	397	552	393	503	377	243	311	329
gene-SYNPCC7002_RS07875	NC_010475.1	1654817	1655101	-	285	1161	880	1014	1098	1992	1107	1285	1102	1364	2317	1356	1626	1406	1228	1640	1226
gene-SYNPCC7002_RS07880	NC_010475.1	1655190	1656113	-	924	1685	1668	1553	1666	3092	2562	2226	2328	2664	3523	2114	2921	2612	1963	2708	2000
gene-SYNPCC7002_RS07885	NC_010475.1	1656261	1656761	+	501	1690	1755	2107	2036	1866	1263	1350	1295	1008	1347	707	1103	881	659	941	649
gene-SYNPCC7002_RS07890	NC_010475.1	1656773	1658035	-	1263	1438	1085	967	1024	3091	2459	2195	2187	2667	3797	2255	2999	2806	2301	2791	1925
gene-SYNPCC7002_RS07895	NC_010475.1	1658093	1659310	-	1218	1358	1162	1337	1203	1356	1169	1130	1034	991	1398	1011	1134	1024	687	1009	764
gene-SYNPCC7002_RS07900	NC_010475.1	1659371	1659571	-	201	182	140	156	135	255	212	172	174	170	222	184	212	179	96	152	151
gene-SYNPCC7002_RS07905	NC_010475.1	1659641	1660195	-	555	1140	933	820	815	1336	1132	1111	848	1004	1199	1005	1218	1102	580	843	821
gene-SYNPCC7002_RS07910	NC_010475.1	1660469	1661371	+	903	713	508	578	422	768	797	664	613	683	937	685	813	663	489	596	543
gene-SYNPCC7002_RS07915	NC_010475.1	1661502	1662014	+	513	4773	4168	5336	5376	2387	1918	1698	1563	2032	2189	1536	1730	1824	1056	1572	1430
gene-SYNPCC7002_RS07920	NC_010475.1	1662065	1662745	-	681	92	89	54	61	126	108	84	94	87	148	109	104	105	75	71	64
gene-SYNPCC7002_RS07925	NC_010475.1	1662934	1663677	+	744	2693	2363	2537	2567	3317	2323	2333	2428	2754	3165	1716	2425	1847	1578	2085	1365
gene-SYNPCC7002_RS07930	NC_010475.1	1663782	1664078	+	297	840	762	707	770	1768	1317	1296	1075	1119	1505	1104	1279	1179	696	1146	981
gene-SYNPCC7002_RS07935	NC_010475.1	1664222	1664686	+	465	4676	4081	4983	4079	13189	9899	8398	8458	3629	4724	3730	4535	4098	2963	3948	3629
gene-SYNPCC7002_RS07940	NC_010475.1	1664823	1666148	+	1326	1106	938	970	874	2347	1911	1549	1662	1319	1704	1244	1435	1341	898	1172	1121
gene-SYNPCC7002_RS07945	NC_010475.1	1666178	1667239	+	1062	628	448	380	297	1407	1349	1160	902	1285	1520	1264	1552	1386	777	1069	1032
gene-SYNPCC7002_RS07950	NC_010475.1	1667323	1668519	-	1197	7390	6821	4098	5093	21619	18711	17447	15749	32965	41616	26732	29185	33183	23188	32509	25762
gene-SYNPCC7002_RS07955	NC_010475.1	1668678	1669082	+	405	1262	1095	931	871	999	961	810	703	861	981	853	899	927	496	699	722
gene-SYNPCC7002_RS07960	NC_010475.1	1669555	1670109	+	555	1388	1195	1303	1469	919	728	718	717	693	984	679	836	788	491	791	639
gene-SYNPCC7002_RS16455	NC_010475.1	1670346	1670591	-	246	80491	75660	74432	85415	51349	45924	40584	37358	74359	91203	67842	66273	78443	44560	72836	60086
gene-SYNPCC7002_RS07965	NC_010475.1	1670846	1671424	+	579	626	483	442	467	1015	655	622	614	740	1140	666	730	756	512	710	571
gene-SYNPCC7002_RS17225	NC_010475.1	1671579	1671701	+	123	2481	2244	3028	2976	3044	2142	2423	2019	2787	3540	2182	2030	2011	1781	2728	1878
gene-SYNPCC7002_RS07975	NC_010475.1	1671832	1673484	+	1653	1128	848	836	716	1877	1637	1450	1344	1799	2330	1563	1802	1742	1106	1468	1272
gene-SYNPCC7002_RS07980	NC_010475.1	1673481	1673795	-	315	4457	4408	4708	4741	8547	6535	6080	5503	4300	5759	4532	4861	4614	3145	4494	3772
gene-SYNPCC7002_RS07985	NC_010475.1	1673880	1674767	-	888	876	741	863	698	1245	1034	1024	968	747	972	597	848	727	462	659	519
gene-SYNPCC7002_RS07990	NC_010475.1	1674854	1675576	-	723	889	759	948	904	1143	918	871	827	667	870	642	864	718	352	545	532
gene-SYNPCC7002_RS07995	NC_010475.1	1675812	1676318	+	507	609	624	553	518	1254	983	982	858	1412	1616	1433	1490	1517	868	1181	1143
gene-SYNPCC7002_RS08000	NC_010475.1	1676372	1676445	+	74	10	0	2	0	2	10	0	12	8	10	8	0	2	8	2	6
gene-SYNPCC7002_RS08005	NC_010475.1	1676854	1677696	+	843	4213	3695	3305	3180	9378	7654	7340	6749	7607	9757	7603	9195	8813	5902	7845	7018
gene-SYNPCC7002_RS08010	NC_010475.1	1677718	1678593	+	876	412	288	244	208	1087	989	748	776	1034	1412	845	1209	1156	688	975	818
gene-SYNPCC7002_RS08015	NC_010475.1	1678748	1680370	+	1623	8058	7535	8136	7526	10142	7604	6754	6837	4646	6117	4550	5835	4829	2932	4460	4039
gene-SYNPCC7002_RS08020	NC_010475.1	1680363	1680872	+	510	2138	2062	2613	2459	2262	1679	1547	1556	1110	1368	1062	1210	1008	730	1038	859
gene-SYNPCC7002_RS08025	NC_010475.1	1680891	1681433	+	543	1227	1199	1479	1339	1495	1188	993	949	666	846	660	707	604	384	621	500
gene-SYNPCC7002_RS08030	NC_010475.1	1681544	1684012	+	2469	7235	6861	8406	7444	7205	5693	5151	4799	4154	5726	4421	5217	4241	2845	4094	3467
gene-SYNPCC7002_RS08035	NC_010475.1	1684200	1684724	+	525	2600	2243	2635	2413	888	678	692	635	603	846	676	924	625	403	520	517
gene-SYNPCC7002_RS08040	NC_010475.1	1684812	1685270	-	459	10509	10453	8621	11071	19342	14621	14260	13660	25004	34125	21144	18747	25854	16841	26216	20331
gene-SYNPCC7002_RS08045	NC_010475.1	1685394	1686245	-	852	275	267	242	217	736	590	602	573	780	1377	759	872	805	513	903	710
gene-SYNPCC7002_RS08050	NC_010475.1	1686370	1687467	+	1098	1683	1416	1084	1312	2771	2200	2127	2080	3354	4410	2616	2968	2715	1912	2847	2096
gene-SYNPCC7002_RS08055	NC_010475.1	1687524	1689329	+	1806	1810	1546	1512	1525	3996	3295	3219	3093	3505	4871	2811	3917	3485	2416	3146	2535
gene-SYNPCC7002_RS08060	NC_010475.1	1689429	1690604	+	1176	909	666	551	485	2222	1939	1723	1415	2552	3476	2655	2770	3015	1759	2430	2242
gene-SYNPCC7002_RS08065	NC_010475.1	1690751	1691716	+	966	2650	2154	1525	1612	5371	4872	4356	3852	7650	10686	7022	7255	8469	5463	7505	6551
gene-SYNPCC7002_RS16685	NC_010475.1	1691778	1691954	-	177	204	161	175	208	237	190	138	183	171	161	110	143	115	73	123	80
gene-SYNPCC7002_RS08070	NC_010475.1	1692224	1692829	+	606	934	812	918	1004	1524	1163	1188	1133	1079	1410	963	1159	1044	746	1131	914
gene-SYNPCC7002_RS08075	NC_010475.1	1692894	1693367	+	474	626	597	596	524	1339	1059	975	920	637	858	583	684	530	368	549	512
gene-SYNPCC7002_RS16135	NC_010475.1	1693452	1693910	+	459	245	208	202	250	468	358	315	323	340	360	216	312	248	141	236	190
gene-SYNPCC7002_RS08085	NC_010475.1	1693998	1694321	-	324	17325	13950	15067	13811	20451	16815	15723	13341	24092	29901	22074	22322	26095	16342	23162	19357
gene-SYNPCC7002_RS08090	NC_010475.1	1694819	1696009	+	1191	446	363	337	337	546	428	393	330	447	584	417	493	482	299	440	302
gene-SYNPCC7002_RS08095	NC_010475.1	1696019	1697530	-	1512	1579	1464	1367	1335	3407	2889	2537	2680	2149	3000	1691	2097	2165	1417	1930	1609
gene-SYNPCC7002_RS08100	NC_010475.1	1697612	1697935	-	324	1881	1812	2011	2135	1447	1303	1124	1049	584	811	597	813	701	394	560	549
gene-SYNPCC7002_RS08105	NC_010475.1	1698238	1699302	-	1065	784	663	520	648	2648	2046	1823	1836	3696	4425	3097	4543	2835	2556	3304	2302
gene-SYNPCC7002_RS08110	NC_010475.1	1699378	1700559	-	1182	618	317	191	207	2367	1846	1738	1801	5980	8169	5580	7776	4328	3762	5053	3439
gene-SYNPCC7002_RS08115	NC_010475.1	1700682	1701500	-	819	274	254	334	230	517	357	354	291	376	493	364	412	413	227	274	280
gene-SYNPCC7002_RS08120	NC_010475.1	1701580	1701954	-	375	3487	3378	3613	3286	4770	3789	3451	3363	2747	3356	2859	3311	2728	1777	2519	2211
gene-SYNPCC7002_RS08125	NC_010475.1	1702007	1703443	-	1437	3136	2632	2137	2430	8519	6858	6764	6034	5135	7245	4432	5298	4757	3517	4783	3797
gene-SYNPCC7002_RS08130	NC_010475.1	1703613	1705112	+	1500	150	158	151	166	782	726	544	549	158	216	143	228	135	116	174	116
gene-SYNPCC7002_RS08135	NC_010475.1	1705109	1705654	-	546	477	522	495	544	627	542	368	421	290	395	336	379	361	165	272	297
gene-SYNPCC7002_RS08140	NC_010475.1	1705647	1705886	-	240	334	316	342	342	398	333	271	278	188	264	232	261	215	123	208	175
gene-SYNPCC7002_RS08145	NC_010475.1	1705992	1706609	+	618	5814	4856	4104	4218	5978	5706	4773	4325	6141	7443	6133	6728	7243	3850	5495	4873
gene-SYNPCC7002_RS08150	NC_010475.1	1706726	1707451	+	726	755	562	511	459	1110	1033	837	667	1045	1568	1271	1799	1000	707	988	809
gene-SYNPCC7002_RS08155	NC_010475.1	1707448	1708350	-	903	138	87	111	83	191	162	166	110	88	127	89	165	72	60	65	68
gene-SYNPCC7002_RS08160	NC_010475.1	1708616	1708903	+	288	36252	33420	35522	33464	30778	24094	21834	20329	44887	58613	45952	45875	45244	30018	43769	37035
gene-SYNPCC7002_RS08165	NC_010475.1	1709023	1710444	-	1422	2179	1984	2281	2228	1771	1271	1257	1260	1838	2320	1590	2718	1384	1205	1355	1054
gene-SYNPCC7002_RS08170	NC_010475.1	1711017	1711526	+	510	14316	13543	10087	11916	17334	14609	13474	11235	21529	26641	18728	19739	23778	14146	19792	17506
gene-SYNPCC7002_RS08175	NC_010475.1	1711634	1712551	-	918	722	540	439	491	1094	800	804	849	1993	2577	1608	2557	1069	1318	1534	963
gene-SYNPCC7002_RS08185	NC_010475.1	1712780	1713952	+	1173	234	154	164	126	324	270	310	265	498	499	295	527	305	262	333	235
gene-SYNPCC7002_RS08190	NC_010475.1	1713942	1714724	-	783	232	223	144	181	773	716	647	498	789	1171	826	924	798	568	704	592
gene-SYNPCC7002_RS08195	NC_010475.1	1714930	1715226	+	297	160	148	108	142	205	151	148	185	134	158	90	114	148	83	108	100
gene-SYNPCC7002_RS08200	NC_010475.1	1715223	1716815	-	1593	1269	1103	986	969	2175	1813	1718	1465	1927	2662	1563	1962	1997	1137	1685	1358
gene-SYNPCC7002_RS08205	NC_010475.1	1716878	1720096	-	3219	4535	3877	3947	3976	4709	3917	3915	3318	4410	5507	3444	4683	3714	2878	3749	2920
gene-SYNPCC7002_RS08210	NC_010475.1	1720237	1720989	+	753	566	412	405	320	731	670	576	492	502	617	533	685	628	354	386	431
gene-SYNPCC7002_RS08215	NC_010475.1	1721145	1722383	+	1239	945	808	812	728	1406	1168	1106	948	1130	1439	1043	1354	1084	651	966	795
gene-SYNPCC7002_RS08220	NC_010475.1	1722380	1723225	-	846	1152	1003	855	842	2046	1714	1638	1708	2692	3569	2123	2416	2368	1848	2409	1751
gene-SYNPCC7002_RS08225	NC_010475.1	1723267	1723476	+	210	290	327	309	356	391	226	287	236	362	524	230	289	297	239	350	237
gene-SYNPCC7002_RS08230	NC_010475.1	1723541	1724455	+	915	904	912	1022	1065	1556	1096	1155	1198	1378	1860	1094	1206	1245	1062	1389	898
gene-SYNPCC7002_RS08235	NC_010475.1	1724611	1726239	+	1629	1293	1149	1198	1110	1657	1285	1309	1227	1574	1876	1212	1621	1385	921	1328	1129
gene-SYNPCC7002_RS08240	NC_010475.1	1726353	1727090	+	738	2769	2080	2099	1676	6092	5031	4715	4094	4300	5505	4037	4819	4409	3052	4012	3474
gene-SYNPCC7002_RS08245	NC_010475.1	1727092	1727592	-	501	827	621	785	649	1423	1054	1025	862	1151	1310	933	1002	952	649	1091	767
gene-SYNPCC7002_RS08250	NC_010475.1	1727725	1728594	-	870	1142	985	993	877	2159	1847	1785	1626	1512	1901	1357	1898	1460	971	1410	1129
gene-SYNPCC7002_RS08255	NC_010475.1	1728610	1729122	-	513	2587	2372	2537	2692	4202	3169	3061	3184	2897	3849	2641	3425	2944	2207	2939	2304
gene-SYNPCC7002_RS16140	NC_010475.1	1729301	1730788	-	1488	1555	1436	1415	1431	2318	1673	1643	1454	2706	3261	2137	2467	2454	1625	2404	1959
gene-SYNPCC7002_RS08265	NC_010475.1	1730843	1731247	-	405	628	463	420	377	773	727	564	509	643	667	605	808	746	428	548	530
gene-SYNPCC7002_RS08275	NC_010475.1	1731551	1733077	+	1527	5003	3827	4899	5307	2775	2336	2018	2004	2939	3609	2316	2644	2596	1848	2408	2018
gene-SYNPCC7002_RS08280	NC_010475.1	1733215	1734201	+	987	467	355	381	334	755	698	645	481	680	1009	620	756	722	481	632	587
gene-SYNPCC7002_RS08285	NC_010475.1	1734266	1735465	-	1200	4890	4421	4714	4574	14621	11986	10158	10330	6632	8955	5864	8283	6781	5070	6286	5154
gene-SYNPCC7002_RS08290	NC_010475.1	1735678	1736118	-	441	365	340	448	418	1118	743	647	624	624	968	654	696	573	380	682	459
gene-SYNPCC7002_RS08295	NC_010475.1	1736176	1737981	-	1806	1112	813	562	599	2826	2312	2251	1883	3925	5169	3888	3694	3905	2417	3657	3080
gene-SYNPCC7002_RS08305	NC_010475.1	1741287	1743083	+	1797	2284	2001	1558	1644	6563	4848	5005	4953	8154	11549	6427	7374	7481	5428	7663	5404
gene-SYNPCC7002_RS08310	NC_010475.1	1743235	1743696	+	462	754	678	568	568	1468	1064	1118	1052	1152	1449	897	1168	1228	792	1114	796
gene-SYNPCC7002_RS08315	NC_010475.1	1743719	1744546	+	828	351	306	228	219	606	473	477	442	489	509	376	484	409	261	402	296
gene-SYNPCC7002_RS08320	NC_010475.1	1744536	1744868	-	333	80	58	51	71	327	235	216	193	417	437	286	269	393	240	348	326
gene-SYNPCC7002_RS08325	NC_010475.1	1744901	1744981	-	81	15	8	2	4	29	10	24	13	38	43	19	19	22	19	42	20
gene-SYNPCC7002_RS08330	NC_010475.1	1745114	1745890	+	777	2443	1929	2365	2128	9978	8283	7701	6688	4196	5540	4073	4882	4629	3014	3790	3373
gene-SYNPCC7002_RS08335	NC_010475.1	1746178	1746621	+	444	465	387	462	401	783	517	500	491	439	530	448	425	396	248	394	320
gene-SYNPCC7002_RS08340	NC_010475.1	1746691	1748313	+	1623	1116	1094	1096	1022	2017	1534	1349	1427	994	1426	940	1259	986	574	892	805
gene-SYNPCC7002_RS08345	NC_010475.1	1748355	1748921	-	567	1519	1232	1621	1741	1974	1364	1336	1167	1176	1886	1303	1505	1256	769	1245	1008
gene-SYNPCC7002_RS08350	NC_010475.1	1748971	1751262	-	2292	2953	2493	2109	1996	5828	4765	4335	4160	6275	9403	5433	6651	6133	3879	5576	4697
gene-SYNPCC7002_RS08355	NC_010475.1	1751324	1751545	-	222	109	83	93	97	148	100	126	108	75	105	79	87	111	48	68	61
gene-SYNPCC7002_RS08360	NC_010475.1	1751545	1751775	-	231	202	184	204	169	248	162	111	212	127	225	153	126	145	106	183	111
gene-SYNPCC7002_RS08365	NC_010475.1	1751821	1752297	+	477	355	364	485	400	462	305	276	272	188	312	180	193	184	145	223	160
gene-SYNPCC7002_RS08370	NC_010475.1	1752547	1753677	+	1131	2612	2890	3226	2375	28097	21113	18730	20372	1762	2726	1920	2984	2230	1550	2291	1623
gene-SYNPCC7002_RS08375	NC_010475.1	1753840	1756473	+	2634	4009	3937	3262	3188	9518	7491	6704	6783	6878	9641	5897	6846	6772	4656	6670	5255
gene-SYNPCC7002_RS08380	NC_010475.1	1756528	1756929	-	402	328	290	262	291	422	347	291	322	499	767	465	481	485	355	489	393
