Geneid	seqnames	start	end	strand	type	name	locus_tag	old_locus_tag	product
gene-SYNPCC7002_RS08710	NC_010475.1	1825731	1826402	-	protein-coding	SYNPCC7002_RS08710	SYNPCC7002_RS08710	SYNPCC7002_A1738	J domain-containing protein
gene-SYNPCC7002_RS08715	NC_010475.1	1826547	1827803	+	protein-coding	SYNPCC7002_RS08715	SYNPCC7002_RS08715	SYNPCC7002_A1739	MgtC/SapB family protein
gene-SYNPCC7002_RS08720	NC_010475.1	1828150	1828326	+	protein-coding	rpsU	SYNPCC7002_RS08720	SYNPCC7002_A1741	30S ribosomal protein S21
gene-SYNPCC7002_RS08725	NC_010475.1	1828469	1829575	+	protein-coding	SYNPCC7002_RS08725	SYNPCC7002_RS08725	SYNPCC7002_A1742	TIGR00303 family protein
gene-SYNPCC7002_RS08730	NC_010475.1	1829698	1831428	+	protein-coding	SYNPCC7002_RS08730	SYNPCC7002_RS08730	SYNPCC7002_A1743	diflavin flavoprotein
gene-SYNPCC7002_RS08735	NC_010475.1	1831493	1832086	+	protein-coding	recR	SYNPCC7002_RS08735	SYNPCC7002_A1744	recombination mediator RecR
gene-SYNPCC7002_RS08740	NC_010475.1	1832089	1832586	+	protein-coding	SYNPCC7002_RS08740	SYNPCC7002_RS08740	SYNPCC7002_A1745	TIGR00725 family protein
gene-SYNPCC7002_RS08745	NC_010475.1	1832687	1833052	+	protein-coding	hypA	SYNPCC7002_RS08745	SYNPCC7002_A1746	hydrogenase maturation nickel metallochaperone HypA
gene-SYNPCC7002_RS08750	NC_010475.1	1833065	1833760	+	protein-coding	hypB	SYNPCC7002_RS08750	SYNPCC7002_A1747	hydrogenase nickel incorporation protein HypB
gene-SYNPCC7002_RS08755	NC_010475.1	1833843	1834883	+	protein-coding	SYNPCC7002_RS08755	SYNPCC7002_RS08755	SYNPCC7002_A1748	ABC transporter substrate-binding protein
gene-SYNPCC7002_RS08760	NC_010475.1	1834949	1835779	+	protein-coding	SYNPCC7002_RS08760	SYNPCC7002_RS08760	SYNPCC7002_A1749	ABC transporter permease
gene-SYNPCC7002_RS08765	NC_010475.1	1835787	1836563	+	protein-coding	SYNPCC7002_RS08765	SYNPCC7002_RS08765	NA	ABC transporter ATP-binding protein
gene-SYNPCC7002_RS08770	NC_010475.1	1836661	1837833	+	protein-coding	SYNPCC7002_RS08770	SYNPCC7002_RS08770	SYNPCC7002_A1751	agmatinase family protein
gene-SYNPCC7002_RS08775	NC_010475.1	1837911	1838366	+	protein-coding	SYNPCC7002_RS08775	SYNPCC7002_RS08775	SYNPCC7002_A1752	LCCL domain-containing protein
gene-SYNPCC7002_RS08780	NC_010475.1	1838504	1839487	-	protein-coding	hemB	SYNPCC7002_RS08780	SYNPCC7002_A1753	porphobilinogen synthase
gene-SYNPCC7002_RS16150	NC_010475.1	1839986	1841245	+	protein-coding	SYNPCC7002_RS16150	SYNPCC7002_RS16150	SYNPCC7002_A1754	HNH endonuclease
gene-SYNPCC7002_RS08790	NC_010475.1	1841441	1842061	-	protein-coding	SYNPCC7002_RS08790	SYNPCC7002_RS08790	SYNPCC7002_A1755	Uma2 family endonuclease
gene-SYNPCC7002_RS08795	NC_010475.1	1842216	1845107	+	protein-coding	ileS	SYNPCC7002_RS08795	SYNPCC7002_A1756	isoleucine--tRNA ligase
gene-SYNPCC7002_RS08800	NC_010475.1	1845150	1845854	+	protein-coding	SYNPCC7002_RS08800	SYNPCC7002_RS08800	SYNPCC7002_A1757	SEC59/DGK1/VTE5 family protein
gene-SYNPCC7002_RS08805	NC_010475.1	1845851	1846159	-	protein-coding	SYNPCC7002_RS08805	SYNPCC7002_RS08805	SYNPCC7002_A1758	YkvA family protein
gene-SYNPCC7002_RS08810	NC_010475.1	1846363	1847886	-	protein-coding	psbB	SYNPCC7002_RS08810	SYNPCC7002_A1759	photosystem II chlorophyll-binding protein CP47
gene-SYNPCC7002_RS08815	NC_010475.1	1848256	1848573	-	protein-coding	SYNPCC7002_RS08815	SYNPCC7002_RS08815	SYNPCC7002_A1760	hypothetical protein
gene-SYNPCC7002_RS08820	NC_010475.1	1848747	1849571	-	protein-coding	SYNPCC7002_RS08820	SYNPCC7002_RS08820	SYNPCC7002_A1761	MBL fold metallo-hydrolase
gene-SYNPCC7002_RS08825	NC_010475.1	1849594	1850208	-	protein-coding	SYNPCC7002_RS08825	SYNPCC7002_RS08825	SYNPCC7002_A1762	aminodeoxychorismate/anthranilate synthase component II
gene-SYNPCC7002_RS08830	NC_010475.1	1850257	1850745	-	protein-coding	SYNPCC7002_RS08830	SYNPCC7002_RS08830	SYNPCC7002_A1763	diacylglycerol kinase family protein
gene-SYNPCC7002_RS08835	NC_010475.1	1850771	1851262	-	protein-coding	ybeY	SYNPCC7002_RS08835	SYNPCC7002_A1764	rRNA maturation RNase YbeY
gene-SYNPCC7002_RS08840	NC_010475.1	1851269	1851448	-	protein-coding	SYNPCC7002_RS08840	SYNPCC7002_RS08840	NA	DUF3285 domain-containing protein
gene-SYNPCC7002_RS08845	NC_010475.1	1851659	1852591	+	protein-coding	SYNPCC7002_RS08845	SYNPCC7002_RS08845	SYNPCC7002_A1766	NAD-dependent epimerase/dehydratase family protein
gene-SYNPCC7002_RS08850	NC_010475.1	1852602	1853045	+	protein-coding	SYNPCC7002_RS08850	SYNPCC7002_RS08850	SYNPCC7002_A1767	DUF1493 family protein
gene-SYNPCC7002_RS08855	NC_010475.1	1853090	1854631	+	protein-coding	SYNPCC7002_RS08855	SYNPCC7002_RS08855	SYNPCC7002_A1768	NAD(P)/FAD-dependent oxidoreductase
gene-SYNPCC7002_RS08860	NC_010475.1	1854772	1855749	+	protein-coding	SYNPCC7002_RS08860	SYNPCC7002_RS08860	SYNPCC7002_A1769	WYL domain-containing protein
gene-SYNPCC7002_RS08865	NC_010475.1	1855750	1856415	+	protein-coding	cas6	SYNPCC7002_RS08865	SYNPCC7002_A1770	type I-MYXAN CRISPR-associated protein Cas6/Cmx6
gene-SYNPCC7002_RS08870	NC_010475.1	1856405	1858696	+	protein-coding	SYNPCC7002_RS08870	SYNPCC7002_RS08870	SYNPCC7002_A1771	CRISPR-associated helicase/endonuclease Cas3
gene-SYNPCC7002_RS08875	NC_010475.1	1858693	1860201	+	protein-coding	cas8a1	SYNPCC7002_RS08875	SYNPCC7002_A1772	type I-MYXAN CRISPR-associated Cas8a1/Cmx1
gene-SYNPCC7002_RS08880	NC_010475.1	1860244	1861104	+	protein-coding	cas7i	SYNPCC7002_RS08880	SYNPCC7002_A1773	type I-B CRISPR-associated protein Cas7/Cst2/DevR
gene-SYNPCC7002_RS08885	NC_010475.1	1861121	1861351	+	protein-coding	SYNPCC7002_RS08885	SYNPCC7002_RS08885	SYNPCC7002_A1774	hypothetical protein
gene-SYNPCC7002_RS08890	NC_010475.1	1861348	1861734	+	protein-coding	SYNPCC7002_RS08890	SYNPCC7002_RS08890	SYNPCC7002_A1775	type II toxin-antitoxin system VapC family toxin
gene-SYNPCC7002_RS08895	NC_010475.1	1861754	1862386	+	protein-coding	cas5	SYNPCC7002_RS08895	SYNPCC7002_A1776	CRISPR-associated protein Cas5
gene-SYNPCC7002_RS08900	NC_010475.1	1862467	1864125	+	protein-coding	SYNPCC7002_RS08900	SYNPCC7002_RS08900	SYNPCC7002_A1777	type I-MYXAN CRISPR-associated endonuclease Cas4/Cas1
gene-SYNPCC7002_RS08905	NC_010475.1	1864128	1864421	+	protein-coding	cas2	SYNPCC7002_RS08905	SYNPCC7002_A1778	CRISPR-associated endonuclease Cas2
gene-SYNPCC7002_RS08915	NC_010475.1	1865822	1865895	-	tRNA	SYNPCC7002_RS08915	SYNPCC7002_RS08915	SYNPCC7002_A1779	tRNA-Met
gene-SYNPCC7002_RS08920	NC_010475.1	1866011	1866478	+	protein-coding	SYNPCC7002_RS08920	SYNPCC7002_RS08920	SYNPCC7002_A1780	DUF202 domain-containing protein
gene-SYNPCC7002_RS16460	NC_010475.1	1866516	1866612	+	SRP sRNA	ffs	SYNPCC7002_RS16460	NA	signal recognition particle sRNA small type
gene-SYNPCC7002_RS08925	NC_010475.1	1866640	1867230	-	protein-coding	SYNPCC7002_RS08925	SYNPCC7002_RS08925	SYNPCC7002_A1781	PAP/fibrillin family protein
gene-SYNPCC7002_RS08930	NC_010475.1	1867289	1868413	-	protein-coding	proB	SYNPCC7002_RS08930	SYNPCC7002_A1782	glutamate 5-kinase
gene-SYNPCC7002_RS08935	NC_010475.1	1868604	1869560	+	protein-coding	SYNPCC7002_RS08935	SYNPCC7002_RS08935	SYNPCC7002_A1783	class I SAM-dependent methyltransferase
gene-SYNPCC7002_RS08940	NC_010475.1	1869583	1871289	+	protein-coding	SYNPCC7002_RS08940	SYNPCC7002_RS08940	SYNPCC7002_A1784	NAD+ synthase
gene-SYNPCC7002_RS08945	NC_010475.1	1871305	1872063	-	protein-coding	sfsA	SYNPCC7002_RS08945	SYNPCC7002_A1785	DNA/RNA nuclease SfsA
gene-SYNPCC7002_RS08950	NC_010475.1	1872093	1872671	-	protein-coding	SYNPCC7002_RS08950	SYNPCC7002_RS08950	SYNPCC7002_A1786	late competence development ComFB family protein
gene-SYNPCC7002_RS08955	NC_010475.1	1872850	1873488	-	protein-coding	SYNPCC7002_RS08955	SYNPCC7002_RS08955	SYNPCC7002_A1787	methyltransferase domain-containing protein
gene-SYNPCC7002_RS08960	NC_010475.1	1873571	1875781	+	protein-coding	SYNPCC7002_RS08960	SYNPCC7002_RS08960	SYNPCC7002_A1788	serine/threonine-protein phosphatase
gene-SYNPCC7002_RS08965	NC_010475.1	1875912	1876622	+	protein-coding	SYNPCC7002_RS08965	SYNPCC7002_RS08965	SYNPCC7002_A1789	Crp/Fnr family transcriptional regulator
gene-SYNPCC7002_RS08970	NC_010475.1	1876632	1877405	+	protein-coding	SYNPCC7002_RS08970	SYNPCC7002_RS08970	SYNPCC7002_A1790	DUF2232 domain-containing protein
gene-SYNPCC7002_RS08975	NC_010475.1	1877417	1878274	+	protein-coding	SYNPCC7002_RS08975	SYNPCC7002_RS08975	SYNPCC7002_A1791	methyltransferase domain-containing protein
gene-SYNPCC7002_RS08980	NC_010475.1	1878330	1878893	+	protein-coding	SYNPCC7002_RS08980	SYNPCC7002_RS08980	SYNPCC7002_A1792	Uma2 family endonuclease
gene-SYNPCC7002_RS08985	NC_010475.1	1878995	1880239	-	protein-coding	SYNPCC7002_RS08985	SYNPCC7002_RS08985	SYNPCC7002_A1793	MFS transporter
gene-SYNPCC7002_RS08990	NC_010475.1	1880460	1880864	-	protein-coding	SYNPCC7002_RS08990	SYNPCC7002_RS08990	SYNPCC7002_A1794	4Fe-4S binding protein
gene-SYNPCC7002_RS08995	NC_010475.1	1881122	1881748	-	protein-coding	SYNPCC7002_RS08995	SYNPCC7002_RS08995	SYNPCC7002_A1795	DUF2059 domain-containing protein
gene-SYNPCC7002_RS09000	NC_010475.1	1881910	1882245	-	protein-coding	SYNPCC7002_RS09000	SYNPCC7002_RS09000	SYNPCC7002_A1796	ribulose bisphosphate carboxylase small subunit
gene-SYNPCC7002_RS09005	NC_010475.1	1882276	1882680	-	protein-coding	SYNPCC7002_RS09005	SYNPCC7002_RS09005	SYNPCC7002_A1797	chaperonin family protein RbcX
gene-SYNPCC7002_RS09010	NC_010475.1	1882749	1884164	-	protein-coding	SYNPCC7002_RS09010	SYNPCC7002_RS09010	SYNPCC7002_A1798	form I ribulose bisphosphate carboxylase large subunit
gene-SYNPCC7002_RS09015	NC_010475.1	1884637	1885344	-	protein-coding	SYNPCC7002_RS09015	SYNPCC7002_RS09015	SYNPCC7002_A1799	carbon dioxide concentrating mechanism protein
gene-SYNPCC7002_RS09020	NC_010475.1	1885447	1887432	-	protein-coding	SYNPCC7002_RS09020	SYNPCC7002_RS09020	SYNPCC7002_A1800	ribulose bisphosphate carboxylase small subunit
gene-SYNPCC7002_RS09025	NC_010475.1	1887567	1887866	-	protein-coding	SYNPCC7002_RS09025	SYNPCC7002_RS09025	SYNPCC7002_A1801	EutN/CcmL family microcompartment protein
gene-SYNPCC7002_RS09030	NC_010475.1	1887902	1888240	-	protein-coding	SYNPCC7002_RS09030	SYNPCC7002_RS09030	SYNPCC7002_A1802	BMC domain-containing protein
gene-SYNPCC7002_RS09035	NC_010475.1	1888337	1888648	-	protein-coding	SYNPCC7002_RS09035	SYNPCC7002_RS09035	SYNPCC7002_A1803	BMC domain-containing protein
gene-SYNPCC7002_RS09040	NC_010475.1	1889003	1890679	-	protein-coding	SYNPCC7002_RS09040	SYNPCC7002_RS09040	SYNPCC7002_A1804	SulP family inorganic anion transporter
gene-SYNPCC7002_RS09045	NC_010475.1	1891086	1892984	+	protein-coding	SYNPCC7002_RS09045	SYNPCC7002_RS09045	SYNPCC7002_A1805	NAD(P)H-quinone oxidoreductase subunit F
gene-SYNPCC7002_RS09050	NC_010475.1	1893039	1894520	+	protein-coding	SYNPCC7002_RS09050	SYNPCC7002_RS09050	SYNPCC7002_A1806	NADH-quinone oxidoreductase subunit M
gene-SYNPCC7002_RS09055	NC_010475.1	1894552	1895688	+	protein-coding	SYNPCC7002_RS09055	SYNPCC7002_RS09055	SYNPCC7002_A1807	CO2 hydration protein
gene-SYNPCC7002_RS09060	NC_010475.1	1895785	1897719	-	protein-coding	speA	SYNPCC7002_RS09060	SYNPCC7002_A1808	biosynthetic arginine decarboxylase
gene-SYNPCC7002_RS09065	NC_010475.1	1898002	1898760	+	protein-coding	SYNPCC7002_RS09065	SYNPCC7002_RS09065	SYNPCC7002_A1810	hypothetical protein
gene-SYNPCC7002_RS09070	NC_010475.1	1898811	1900073	-	protein-coding	SYNPCC7002_RS09070	SYNPCC7002_RS09070	SYNPCC7002_A1811	SufS family cysteine desulfurase
gene-SYNPCC7002_RS09075	NC_010475.1	1900131	1901489	-	protein-coding	sufD	SYNPCC7002_RS09075	SYNPCC7002_A1812	Fe-S cluster assembly protein SufD
gene-SYNPCC7002_RS09080	NC_010475.1	1901492	1902265	-	protein-coding	sufC	SYNPCC7002_RS09080	SYNPCC7002_A1813	Fe-S cluster assembly ATPase SufC
gene-SYNPCC7002_RS09085	NC_010475.1	1902332	1903771	-	protein-coding	sufB	SYNPCC7002_RS09085	SYNPCC7002_A1814	Fe-S cluster assembly protein SufB
gene-SYNPCC7002_RS09090	NC_010475.1	1903950	1904606	+	protein-coding	sufR	SYNPCC7002_RS09090	SYNPCC7002_A1815	iron-sulfur cluster biosynthesis transcriptional regulator SufR
gene-SYNPCC7002_RS09095	NC_010475.1	1904620	1905453	-	protein-coding	SYNPCC7002_RS09095	SYNPCC7002_RS09095	SYNPCC7002_A1816	DNA-formamidopyrimidine glycosylase
gene-SYNPCC7002_RS09100	NC_010475.1	1905561	1905971	-	protein-coding	SYNPCC7002_RS09100	SYNPCC7002_RS09100	SYNPCC7002_A1817	PIN domain-containing protein
gene-SYNPCC7002_RS09110	NC_010475.1	1906267	1907295	+	protein-coding	SYNPCC7002_RS09110	SYNPCC7002_RS09110	SYNPCC7002_A1819	NAD-dependent epimerase/dehydratase family protein
gene-SYNPCC7002_RS09115	NC_010475.1	1907330	1907812	+	protein-coding	SYNPCC7002_RS09115	SYNPCC7002_RS09115	SYNPCC7002_A1820	Tab2/Atab2 family RNA-binding protein
gene-SYNPCC7002_RS09120	NC_010475.1	1907960	1908124	-	protein-coding	SYNPCC7002_RS09120	SYNPCC7002_RS09120	SYNPCC7002_A1821	NblA/ycf18 family protein
gene-SYNPCC7002_RS09125	NC_010475.1	1908353	1908949	+	protein-coding	SYNPCC7002_RS09125	SYNPCC7002_RS09125	SYNPCC7002_A1822	phycobiliprotein lyase
gene-SYNPCC7002_RS09130	NC_010475.1	1909095	1909364	+	protein-coding	rpsO	SYNPCC7002_RS09130	SYNPCC7002_A1823	30S ribosomal protein S15
gene-SYNPCC7002_RS09135	NC_010475.1	1909380	1909859	+	protein-coding	SYNPCC7002_RS09135	SYNPCC7002_RS09135	SYNPCC7002_A1824	PAM68 family protein
gene-SYNPCC7002_RS09140	NC_010475.1	1910084	1911139	+	protein-coding	aroF	SYNPCC7002_RS09140	SYNPCC7002_A1825	3-deoxy-7-phosphoheptulonate synthase
gene-SYNPCC7002_RS17075	NC_010475.1	1912521	1913267	+	protein-coding	SYNPCC7002_RS17075	SYNPCC7002_RS17075	NA	thiazole synthase
gene-SYNPCC7002_RS09150	NC_010475.1	1913448	1915007	+	protein-coding	SYNPCC7002_RS09150	SYNPCC7002_RS09150	SYNPCC7002_A1827	ferredoxin--nitrite reductase
gene-SYNPCC7002_RS09155	NC_010475.1	1915691	1916725	+	protein-coding	hemF	SYNPCC7002_RS09155	SYNPCC7002_A1828	oxygen-dependent coproporphyrinogen oxidase
gene-SYNPCC7002_RS09160	NC_010475.1	1916949	1917737	+	protein-coding	panB	SYNPCC7002_RS09160	SYNPCC7002_A1829	3-methyl-2-oxobutanoate hydroxymethyltransferase
gene-SYNPCC7002_RS09165	NC_010475.1	1917694	1919358	+	protein-coding	lnt	SYNPCC7002_RS09165	SYNPCC7002_A1830	apolipoprotein N-acyltransferase
gene-SYNPCC7002_RS09170	NC_010475.1	1919456	1919797	-	protein-coding	SYNPCC7002_RS09170	SYNPCC7002_RS09170	SYNPCC7002_A1831	DUF760 domain-containing protein
gene-SYNPCC7002_RS09175	NC_010475.1	1919984	1920940	-	protein-coding	SYNPCC7002_RS09175	SYNPCC7002_RS09175	SYNPCC7002_A1832	RNA polymerase sigma factor, RpoD/SigA family
gene-SYNPCC7002_RS09180	NC_010475.1	1921248	1921955	-	protein-coding	SYNPCC7002_RS09180	SYNPCC7002_RS09180	SYNPCC7002_A1833	TerC family protein
gene-SYNPCC7002_RS09185	NC_010475.1	1922239	1922334	+	protein-coding	psaM	SYNPCC7002_RS09185	SYNPCC7002_A1834	photosystem I reaction center subunit XII
gene-SYNPCC7002_RS09190	NC_010475.1	1922413	1923141	-	protein-coding	SYNPCC7002_RS09190	SYNPCC7002_RS09190	SYNPCC7002_A1835	2-phosphosulfolactate phosphatase family protein
gene-SYNPCC7002_RS09195	NC_010475.1	1923305	1923730	-	protein-coding	SYNPCC7002_RS09195	SYNPCC7002_RS09195	SYNPCC7002_A1836	transcriptional repressor
gene-SYNPCC7002_RS09200	NC_010475.1	1924388	1925605	+	protein-coding	SYNPCC7002_RS09200	SYNPCC7002_RS09200	SYNPCC7002_A1837	ABC transporter substrate-binding protein
gene-SYNPCC7002_RS09205	NC_010475.1	1925703	1927667	-	protein-coding	acs	SYNPCC7002_RS09205	SYNPCC7002_A1838	acetate--CoA ligase
gene-SYNPCC7002_RS09210	NC_010475.1	1927805	1929154	-	protein-coding	SYNPCC7002_RS09210	SYNPCC7002_RS09210	SYNPCC7002_A1839	hypothetical protein
gene-SYNPCC7002_RS09215	NC_010475.1	1929285	1929950	-	protein-coding	SYNPCC7002_RS09215	SYNPCC7002_RS09215	SYNPCC7002_A1840	NERD domain-containing protein
gene-SYNPCC7002_RS09220	NC_010475.1	1930070	1930666	+	protein-coding	SYNPCC7002_RS09220	SYNPCC7002_RS09220	SYNPCC7002_A1841	nitroreductase family protein
gene-SYNPCC7002_RS09225	NC_010475.1	1930663	1931328	-	protein-coding	SYNPCC7002_RS09225	SYNPCC7002_RS09225	SYNPCC7002_A1842	cytochrome b/b6 domain-containing protein
gene-SYNPCC7002_RS09230	NC_010475.1	1931403	1933373	-	protein-coding	SYNPCC7002_RS09230	SYNPCC7002_RS09230	SYNPCC7002_A1843	AarF/ABC1/UbiB kinase family protein
gene-SYNPCC7002_RS09235	NC_010475.1	1933490	1934737	-	protein-coding	SYNPCC7002_RS09235	SYNPCC7002_RS09235	SYNPCC7002_A1844	S41 family peptidase
gene-SYNPCC7002_RS09240	NC_010475.1	1935566	1935838	+	protein-coding	SYNPCC7002_RS09240	SYNPCC7002_RS09240	SYNPCC7002_A1845	DUF370 domain-containing protein
gene-SYNPCC7002_RS09245	NC_010475.1	1935874	1936428	+	protein-coding	gmk	SYNPCC7002_RS09245	SYNPCC7002_A1846	guanylate kinase
gene-SYNPCC7002_RS09250	NC_010475.1	1936507	1937103	+	protein-coding	clpP	SYNPCC7002_RS09250	SYNPCC7002_A1847	ATP-dependent Clp endopeptidase proteolytic subunit ClpP
gene-SYNPCC7002_RS09255	NC_010475.1	1937157	1937969	-	protein-coding	SYNPCC7002_RS09255	SYNPCC7002_RS09255	SYNPCC7002_A1848	methyltransferase domain-containing protein
gene-SYNPCC7002_RS09260	NC_010475.1	1938280	1938897	+	protein-coding	lexA	SYNPCC7002_RS09260	SYNPCC7002_A1849	transcriptional repressor LexA
gene-SYNPCC7002_RS09265	NC_010475.1	1938991	1939269	-	protein-coding	SYNPCC7002_RS09265	SYNPCC7002_RS09265	SYNPCC7002_A1850	DUF1816 domain-containing protein
gene-SYNPCC7002_RS09270	NC_010475.1	1939549	1939908	+	protein-coding	SYNPCC7002_RS09270	SYNPCC7002_RS09270	SYNPCC7002_A1851	ferredoxin--nitrite reductase
gene-SYNPCC7002_RS09275	NC_010475.1	1939914	1940297	+	protein-coding	SYNPCC7002_RS09275	SYNPCC7002_RS09275	SYNPCC7002_A1852	DUF309 domain-containing protein
gene-SYNPCC7002_RS09280	NC_010475.1	1940317	1941555	-	protein-coding	SYNPCC7002_RS09280	SYNPCC7002_RS09280	SYNPCC7002_A1853	lipid-A-disaccharide synthase-related protein
gene-SYNPCC7002_RS09285	NC_010475.1	1941559	1942179	-	protein-coding	SYNPCC7002_RS09285	SYNPCC7002_RS09285	SYNPCC7002_A1854	alpha/beta fold hydrolase
gene-SYNPCC7002_RS09290	NC_010475.1	1942251	1942838	-	protein-coding	SYNPCC7002_RS09290	SYNPCC7002_RS09290	SYNPCC7002_A1855	Uma2 family endonuclease
gene-SYNPCC7002_RS09295	NC_010475.1	1943024	1945492	+	protein-coding	recG	SYNPCC7002_RS09295	SYNPCC7002_A1856	ATP-dependent DNA helicase RecG
gene-SYNPCC7002_RS09300	NC_010475.1	1945489	1946334	-	protein-coding	SYNPCC7002_RS09300	SYNPCC7002_RS09300	SYNPCC7002_A1857	DMT family transporter
gene-SYNPCC7002_RS09305	NC_010475.1	1946574	1947212	+	protein-coding	SYNPCC7002_RS09305	SYNPCC7002_RS09305	SYNPCC7002_A1858	DUF3386 domain-containing protein
gene-SYNPCC7002_RS09310	NC_010475.1	1947253	1948965	-	protein-coding	SYNPCC7002_RS09310	SYNPCC7002_RS09310	SYNPCC7002_A1859	bifunctional diguanylate cyclase/phosphodiesterase
gene-SYNPCC7002_RS09315	NC_010475.1	1949292	1950803	-	protein-coding	pap	SYNPCC7002_RS09315	SYNPCC7002_A1860	polyphosphate:AMP phosphotransferase
gene-SYNPCC7002_RS09320	NC_010475.1	1951045	1951725	+	protein-coding	SYNPCC7002_RS09320	SYNPCC7002_RS09320	SYNPCC7002_A1861	Crp/Fnr family transcriptional regulator
gene-SYNPCC7002_RS09325	NC_010475.1	1951742	1953544	+	protein-coding	SYNPCC7002_RS09325	SYNPCC7002_RS09325	SYNPCC7002_A1862	M61 family metallopeptidase
gene-SYNPCC7002_RS09330	NC_010475.1	1953606	1954520	+	protein-coding	SYNPCC7002_RS09330	SYNPCC7002_RS09330	SYNPCC7002_A1863	branched-chain amino acid transaminase
gene-SYNPCC7002_RS09335	NC_010475.1	1954591	1955370	+	protein-coding	gloB	SYNPCC7002_RS09335	SYNPCC7002_A1864	hydroxyacylglutathione hydrolase
gene-SYNPCC7002_RS09340	NC_010475.1	1955720	1958053	+	protein-coding	glgB	SYNPCC7002_RS09340	SYNPCC7002_A1865	1,4-alpha-glucan branching protein GlgB
gene-SYNPCC7002_RS09345	NC_010475.1	1958435	1959937	-	protein-coding	SYNPCC7002_RS09345	SYNPCC7002_RS09345	SYNPCC7002_A1866	hypothetical protein
gene-SYNPCC7002_RS09350	NC_010475.1	1959937	1961661	-	protein-coding	SYNPCC7002_RS09350	SYNPCC7002_RS09350	SYNPCC7002_A1867	hypothetical protein
gene-SYNPCC7002_RS09355	NC_010475.1	1961946	1962434	-	protein-coding	SYNPCC7002_RS09355	SYNPCC7002_RS09355	SYNPCC7002_A1868	hypothetical protein
gene-SYNPCC7002_RS16690	NC_010475.1	1962480	1963118	-	protein-coding	SYNPCC7002_RS16690	SYNPCC7002_RS16690	SYNPCC7002_A1869	hypothetical protein
gene-SYNPCC7002_RS09360	NC_010475.1	1963536	1964312	+	protein-coding	SYNPCC7002_RS09360	SYNPCC7002_RS09360	SYNPCC7002_A1870	hypothetical protein
gene-SYNPCC7002_RS09365	NC_010475.1	1964365	1965015	+	protein-coding	SYNPCC7002_RS09365	SYNPCC7002_RS09365	SYNPCC7002_A1871	hypothetical protein
gene-SYNPCC7002_RS09370	NC_010475.1	1965019	1965234	+	protein-coding	SYNPCC7002_RS09370	SYNPCC7002_RS09370	SYNPCC7002_A1872	hypothetical protein
gene-SYNPCC7002_RS09375	NC_010475.1	1965225	1965707	+	protein-coding	SYNPCC7002_RS09375	SYNPCC7002_RS09375	SYNPCC7002_A1873	hypothetical protein
gene-SYNPCC7002_RS09380	NC_010475.1	1965704	1965919	+	protein-coding	SYNPCC7002_RS09380	SYNPCC7002_RS09380	SYNPCC7002_A1874	hypothetical protein
gene-SYNPCC7002_RS09385	NC_010475.1	1965916	1966209	+	protein-coding	SYNPCC7002_RS09385	SYNPCC7002_RS09385	SYNPCC7002_A1875	hypothetical protein
gene-SYNPCC7002_RS16155	NC_010475.1	1966322	1966906	+	protein-coding	SYNPCC7002_RS16155	SYNPCC7002_RS16155	SYNPCC7002_A1876	peptidoglycan-binding protein
gene-SYNPCC7002_RS09395	NC_010475.1	1966909	1967157	+	protein-coding	SYNPCC7002_RS09395	SYNPCC7002_RS09395	SYNPCC7002_A1877	hypothetical protein
gene-SYNPCC7002_RS09400	NC_010475.1	1967160	1967573	-	protein-coding	SYNPCC7002_RS09400	SYNPCC7002_RS09400	SYNPCC7002_A1878	hypothetical protein
gene-SYNPCC7002_RS16695	NC_010475.1	1967564	1967707	-	protein-coding	SYNPCC7002_RS16695	SYNPCC7002_RS16695	NA	hypothetical protein
gene-SYNPCC7002_RS16160	NC_010475.1	1967700	1969847	-	protein-coding	SYNPCC7002_RS16160	SYNPCC7002_RS16160	SYNPCC7002_A1879	AAA family ATPase
gene-SYNPCC7002_RS09410	NC_010475.1	1969931	1970149	-	protein-coding	SYNPCC7002_RS09410	SYNPCC7002_RS09410	SYNPCC7002_A1880	hypothetical protein
gene-SYNPCC7002_RS09415	NC_010475.1	1970136	1970357	-	protein-coding	SYNPCC7002_RS09415	SYNPCC7002_RS09415	SYNPCC7002_A1881	hypothetical protein
gene-SYNPCC7002_RS09420	NC_010475.1	1970481	1970774	+	protein-coding	SYNPCC7002_RS09420	SYNPCC7002_RS09420	SYNPCC7002_A1882	helix-turn-helix domain-containing protein
gene-SYNPCC7002_RS09425	NC_010475.1	1970778	1970963	+	protein-coding	SYNPCC7002_RS09425	SYNPCC7002_RS09425	SYNPCC7002_A1883	helix-turn-helix domain-containing protein
gene-SYNPCC7002_RS09430	NC_010475.1	1970995	1971381	+	protein-coding	SYNPCC7002_RS09430	SYNPCC7002_RS09430	SYNPCC7002_A1884	hypothetical protein
